,q,m,V,theta,mse,alpha,lambda,Phi
0,0.12950710090103915,-6.777116015553082e-10,10.311886904234138,0.172733570689936,0.002305976012783373,2.0,0.01,-0.0035267772720644942
1,0.12081895834455449,-1.9790324608048323e-08,11.34712635847494,0.16468973791773267,0.0027457968327183613,1.788888888888889,0.01,-0.0033616288032691415
2,0.11119920359510035,-1.2102692263396575e-08,12.57403089095924,0.15506171194286844,0.0032900839076160926,1.577777777777778,0.01,-0.003166674531175724
3,0.10052398456256459,4.4294562699808796e-09,14.083907165998875,0.1432656953846796,0.003969515561873305,1.3666666666666667,0.01,-0.0029336955935262334
4,0.08853156847697792,1.697097902672926e-08,16.070852653815756,0.12826183008598152,0.0048276479252188365,1.1555555555555557,0.01,-0.0026518954476363373
5,0.07468149441793648,-1.1210696540262442e-09,19.023663382399977,0.10761479281206779,0.005948392279308212,0.9444444444444444,0.01,-0.002307737516202806
6,0.058462870418498035,-1.3824110515853292e-09,24.861578649890262,0.06959852101146816,0.007649647710607832,0.7333333333333333,0.01,-0.001889800119077132
7,0.04026685493800243,1.500964530494863e-08,30.813883857680658,0.000979840466399025,0.009032076225005348,0.5222222222222223,0.01,-0.001373578901150387
8,0.02524437720253218,-5.659139760068893e-09,30.692924667619234,0.00032714929993044636,0.009263000839294211,0.3111111111111111,0.01,-0.0008650750387912149
9,0.008307190733561478,9.516581136814809e-09,28.819295743449445,0.00013978113554288162,0.00965672502671261,0.1,0.01,-0.000308507841964
