,q,m,V,theta,mse,alpha,lambda,Phi
0,0.050012313500147836,0.25856717789921435,11.036146049061081,-1.0801904480463917e-19,0.006980917367439443,2.0,0.01,-0.004515268863535892
1,0.04988822326460753,0.2581244305902345,11.429631659895424,1.0094417048932276e-19,0.006975311080302582,1.8928571428571428,0.01,-0.004246136441382172
2,0.04965335483689055,0.2576490185704795,11.850938645849864,-4.328947313587262e-19,0.006965355156855035,1.7857142857142856,0.01,-0.0039802674964443145
3,0.04930292772177656,0.2570704652471532,12.30239813205764,-1.1700650704169505e-20,0.00695086800343192,1.6785714285714286,0.01,-0.003717891876506665
4,0.04881737760455837,0.25643038584980393,12.784354732301859,1.9401112762684345e-20,0.0069312850355564,1.5714285714285714,0.01,-0.0034593699366973754
5,0.048172220235666675,0.2556383636214654,13.29733732543082,1.2940427620511123e-20,0.006905794875290083,1.4642857142857142,0.01,-0.0032050072938785206
6,0.0473672731001681,0.25463244848497696,13.854253413280054,1.0052125204282734e-19,0.006874731407277124,1.3571428571428572,0.01,-0.0029549732535783108
7,0.04636068503764697,0.2533450029525329,14.454688224214648,1.881640744148352e-19,0.006837080443428012,1.25,0.01,-0.002709734719703341
8,0.04625578195734526,0.2532064635060227,14.513903025676948,-4.249833524128698e-19,0.0068332358327019005,1.24,0.01,-0.002687095285384909
9,0.04493989668379427,0.251419856363587,15.199692308559658,3.1686629598997605e-19,0.00678634665307376,1.1281818181818182,0.01,-0.0024370231610927238
10,0.043326595670197955,0.24903839123373667,15.951294872747738,-1.6028094641610023e-19,0.006732561596736963,1.0163636363636364,0.01,-0.002192713914498436
11,0.04085747194427131,0.2485350808596336,16.396116984149007,2.2894123975087624e-19,0.006648746641588987,0.9045454545454545,0.01,-0.001957669792627567
12,0.03867631813197352,0.24396287664812324,17.298968897685313,-7.734582726141714e-20,0.006592667540390451,0.7927272727272727,0.01,-0.0017239532624523976
13,0.03607600177492187,0.23760713569964148,18.273290880317035,1.228517912842247e-19,0.00654446715126944,0.6809090909090909,0.01,-0.0014960673870802643
14,0.032870620066194255,0.22850826710070685,19.436247588841802,1.6818961097984566e-19,0.006517927966931736,0.5690909090909091,0.01,-0.001273086085467474
15,0.028969467525742486,0.2153152566215703,20.68538171848898,7.295898782849572e-20,0.006545241732684115,0.4572727272727273,0.01,-0.0010534624726485334
16,0.02420215830208673,0.19505067242329416,22.053588865887757,1.2169926364552118e-19,0.006692371499548377,0.34545454545454546,0.01,-0.0008335853429290326
17,0.018254804457196194,0.1598106952301209,23.80083727703223,-9.77880820901292e-20,0.007114275645729751,0.23363636363636364,0.01,-0.0006055915662005899
18,0.01037030646823761,0.10175436163849302,25.335642067617762,8.623818045139146e-20,0.007937401092254937,0.12181818181818181,0.01,-0.0003526733735845839
19,0.0007534157713460449,0.0022045125250461906,26.245425197081076,3.520996188596589e-21,0.008843329607687966,0.01,0.01,-3.3105185369604495e-05
