d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean,attention_mag_mean,attention_theta_mean
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,False,GD,1.0,0.0038191717987060545,0.0048361876576741535,1.7385528455972672,0.19512457102537153,0.02843181159502516
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.003968000986735026,0.00432540613047282,1.7962759752074877,0.014086138799029868,0.3161582261323929
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,False,GD,1.0,0.003940888310750326,0.005055068214416504,2.0612221603194874,0.2039539864907662,0.02478066972689703
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0038364666061401365,0.003979804285685221,1.9250725640257198,0.009794226634160927,0.3420225029190382
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,False,GD,1.0,0.0039404000371297205,0.005103350474039713,2.316790258447329,0.2100802699724833,0.03302450004266575
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,True,GD,1.0,0.003858528330485026,0.0037349350255330405,2.1435521467526755,0.011719940482483556,0.3854065356155236
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,False,GD,1.0,0.003824761716206868,0.0049952848637898764,2.511827041745186,0.20440769754350185,0.02357553486848095
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.003845647758483887,0.0035011024983723957,2.306180034518242,0.01310155881413569,0.41796424761414525
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,False,GD,1.0,0.00393651606241862,0.005184502835591634,2.8238691695928573,0.20712696040670076,0.03138856084551662
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.003900644671122233,0.0032890853118896484,2.4979182102481525,0.010303085052388876,0.45623399565617245
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,False,GD,1.0,0.0038767296956380205,0.005169238395690918,3.09924435655276,0.211199855307738,0.033509625649700565
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,True,GD,1.0,0.0039040124867757166,0.0030702778676350915,2.6338152849872905,0.009746314345102291,0.4881564388672511
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,False,GD,1.0,0.003879720453898112,0.005190742159525553,3.349840511441231,0.20715640671551228,0.027419381753619142
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.0038784483388264973,0.002830886402130127,2.7550692453781767,0.011418486988986842,0.5133880637586117
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.1708333333333334,False,GD,1.0,0.003804733929951986,0.0050947538833618165,3.4792325130701065,0.20517598080138366,0.034394046177233885
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.003843256502787272,0.0026024684778849284,2.865439911444982,0.01008138139344131,0.5367751615742843
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.25375,False,GD,1.0,0.0038393889211018883,0.005177900934855143,3.7677937687238057,0.20379485053320726,0.031167556047997397
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.25375,True,GD,1.0,0.00392668766784668,0.002431328099568685,3.040426593621572,0.007038625800729885,0.5734608829021454
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.3366666666666667,False,GD,1.0,0.003930518636067708,0.005353584210713704,4.21156835603714,0.2027464210987091,0.04467948427773081
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.0038547598571777343,0.002221506918589274,3.1002975533008574,0.005209761388929716,0.5868989706039428
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.4195833333333334,False,GD,1.0,0.0039180181706746425,0.00538385220336914,4.47482624133428,0.20488532731930417,0.04068523827396954
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0037805858535766602,0.0020718289871215823,3.1392672210335735,0.007700653477756229,0.5947884976863861
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5025,False,GD,1.0,0.003923972447713216,0.005428703285217285,4.832454699198405,0.2019005755583445,0.05000620735615182
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5025,True,GD,1.0,0.003919321838378906,0.0019168437678019207,3.333391305088997,0.006259775860720158,0.6369577690958977
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5854166666666667,False,GD,1.0,0.003853306246439616,0.005287358617146809,4.897421863555908,0.19537979749341805,0.06835923920152709
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.003969155985514323,0.001803432643890381,3.435444167395433,0.006221711407609594,0.6578719144066175
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.6683333333333332,False,GD,1.0,0.003983315770467123,0.005539128875732421,5.443429900010426,0.20105583233137925,0.044836640354090684
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.003877626340230306,0.0016294567782084146,3.4675264977216718,0.0048208146736821314,0.6647821317116419
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.75125,False,GD,1.0,0.00383986829884847,0.005343660151163737,5.5496218194961555,0.19858046658337117,0.05518513744561157
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.75125,True,GD,1.0,0.0038416706161499025,0.0015301853167215983,3.501704336802165,0.005024077398896528,0.6726046870152156
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.8341666666666667,False,GD,1.0,0.0038386414972941076,0.005332750267028809,5.8180471972624455,0.19311824589967727,0.05560904700153818
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.8341666666666667,True,GD,1.0,0.0038785782267252607,0.0014103869101206462,3.611995196203391,0.006675537250763833,0.6948799207806587
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.9170833333333333,False,GD,1.0,0.0038016551666259766,0.005241413248697917,5.932542198022207,0.18793041942020258,0.08377722942968831
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.9170833333333333,True,GD,1.0,0.0038555766906738283,0.0013224133497873943,3.646954174995422,0.005299328683274022,0.7021576275428135
1000,2,1,0.4,0.5,0.02,0.01,0.0001,2.0,False,GD,1.0,0.0037900646006266275,0.005269700256347656,6.302530979474386,0.18705716257294017,0.06379176711877031
1000,2,1,0.4,0.5,0.02,0.01,0.0001,2.0,True,GD,1.0,0.003847342269897461,0.0011887643375396728,3.71534345126152,0.004889599186875178,0.7175386860966683
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.01,False,GD,1.0,0.004037765101114909,0.005509437876383464,0.03827773257748534,0.008436991730316852,0.0043196076667906405
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.01,True,GD,1.0,0.003986736419677734,0.005343891120910645,0.034833525540307164,0.0043901197864518815,0.006125704354781192
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.09291666666666666,False,GD,1.0,0.0037231398213704425,0.005170512898763021,0.3234472369054953,0.06804226065675417,0.012483706815207066
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.09291666666666666,True,GD,1.0,0.003786188237508138,0.005333591649373372,0.3391224373355508,0.01420527668245389,0.056708159794410073
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.17583333333333334,False,GD,1.0,0.003761395311991374,0.004983556231180827,0.555970016549031,0.11676872639606396,0.010573031656773917
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.17583333333333334,True,GD,1.0,0.003785187060038249,0.005200087257385254,0.6136613223453363,0.0198603018381012,0.10231480933725834
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.25875,False,GD,1.0,0.0037312312545776365,0.004819132359822591,0.7916802160143853,0.14549748183538516,0.020831328302544232
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.25875,True,GD,1.0,0.003766112805684407,0.005016361465454102,0.848282865246137,0.019439800305796475,0.1423530556882421
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.3416666666666667,False,GD,1.0,0.003716332878112793,0.004737139508565267,1.0040897421737511,0.1652573550740878,0.017727965873200444
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.3416666666666667,True,GD,1.0,0.0036904340159098306,0.004744987103780111,1.0710783338546752,0.022646025851524126,0.18044167074064413
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.4245833333333333,False,GD,1.0,0.0036525604985555016,0.0046383267440795895,1.245120594014724,0.1824443527807792,0.01703643866737063
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.4245833333333333,True,GD,1.0,0.003703897488911947,0.004521908335367838,1.344358295460542,0.01971421763349402,0.23318345037599406
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5075,False,GD,1.0,0.003690152956644694,0.004702017532348632,1.523597989698251,0.19440446756780147,0.02405673926009513
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5075,True,GD,1.0,0.003686370663960775,0.00431309358215332,1.5410750256180765,0.014291446987772361,0.26934096751113734
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5904166666666667,False,GD,1.0,0.0037685227279663086,0.004829349807739258,1.7164503849943478,0.20043474261959393,0.02590998808542887
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.003616511286417643,0.004004553321838379,1.7248529030481974,0.013663701328914613,0.3065988337000211
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.6733333333333333,False,GD,1.0,0.0037369978307088218,0.004832046335856119,1.9579282406369847,0.20448473629852137,0.025421775223488416
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0037434142812093098,0.003956594083150228,1.9367259968121846,0.011104489797435236,0.3453206407527129
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.75625,False,GD,1.0,0.0036456315231323242,0.004748171791076661,2.1334671290715534,0.20700108359257383,0.027820504511570712
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.75625,True,GD,1.0,0.003774813840230306,0.0037107067031860353,2.1604876189430553,0.014391316699038726,0.39053506776690483
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.8391666666666666,False,GD,1.0,0.00363593950398763,0.004776817642211914,2.4039882623354596,0.2064267647763093,0.031255045502136154
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.003727815839131673,0.003424820276896159,2.314983718752861,0.00822543778437345,0.42271749551097554
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.9220833333333334,False,GD,1.0,0.0036954144770304366,0.004910281010945638,2.6612277899185814,0.2102236835906903,0.0258064500195663
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.003638363138834635,0.0031879331970214846,2.4002658543984094,0.010799642264222106,0.44037277301152544
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.005,False,GD,1.0,0.003785429718017578,0.0050851736475626625,3.0325030079285304,0.21057829558849336,0.024948801985010507
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.005,True,GD,1.0,0.0038353497034708662,0.003047494229634603,2.6629808761874836,0.009652949150768109,0.49607218230764066
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.0879166666666666,False,GD,1.0,0.0037355856526692707,0.005052565452575684,3.2641604954401653,0.20883385290702183,0.040858938217570535
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.003715291997273763,0.0027975204022725425,2.7221827431917194,0.007568513989099301,0.5070567838847637
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.1708333333333334,False,GD,1.0,0.0036664183858235674,0.004991493293762207,3.439967440724373,0.2086220256984234,0.029170644137775526
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.0036789433873494464,0.0026057278226216635,2.8020345988670985,0.009100457225091911,0.5257589424649874
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.25375,False,GD,1.0,0.003721254010518392,0.005091832934061686,3.7567945735454558,0.21229468745489913,0.03197255913789074
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.25375,True,GD,1.0,0.003811330088297526,0.00250517445119222,2.984605459252993,0.009277825776371174,0.5634185212353865
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.3366666666666667,False,GD,1.0,0.003794068435668945,0.005233956466674804,4.078865946690242,0.2075086697936058,0.03054522375944847
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.003671163401285807,0.002195134969075521,3.042882931292057,0.00885442543121826,0.5785943940281868
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.4195833333333334,False,GD,1.0,0.0037083194071451824,0.005119918345133464,4.26119354001681,0.20658354572951795,0.04079937762192761
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0037404376424153645,0.0021332176144917806,3.142706194102764,0.00725330866650135,0.5967865814765294
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5025,False,GD,1.0,0.0036386089884440104,0.005035127418518067,4.442388178745905,0.20347969432671864,0.03679985690396279
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5025,True,GD,1.0,0.0037070784327189123,0.001894049809773763,3.244494751989842,0.006203932846256067,0.6203951701521874
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5854166666666667,False,GD,1.0,0.003625646881103516,0.005062264864603678,4.738942590634028,0.2018445422252019,0.044407516118371855
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.0036277630360921228,0.0017213033777872722,3.298656263788541,0.007190844842504399,0.6321920171380043
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.6683333333333332,False,GD,1.0,0.003615290145874023,0.00504863525390625,4.993564864555995,0.19967297228674094,0.042857331071233296
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.003705917271931966,0.001616612336476644,3.4127695341308915,0.006410425399856953,0.6560596575339636
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.75125,False,GD,1.0,0.0036928168945312497,0.005182647051493326,5.339441171805063,0.20022254909078283,0.049066372504845884
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.75125,True,GD,1.0,0.0037578549982706707,0.0015104309832255046,3.5278884385228158,0.005799027958225148,0.6799937109152476
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.8341666666666667,False,GD,1.0,0.0037188974736531576,0.005250021766662598,5.70703039709727,0.19858476743102074,0.056283598924831806
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.8341666666666667,True,GD,1.0,0.003673798179626465,0.0013585918153127036,3.560960089186827,0.005626303904379407,0.6873120784759522
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.9170833333333333,False,GD,1.0,0.003628275459289551,0.005119252100626627,5.900693075895309,0.19749792454143367,0.061840504186693575
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.9170833333333333,True,GD,1.0,0.0037877671432495117,0.0012952767022450765,3.6908895735144616,0.005901059695073248,0.7140627106030782
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.0,False,GD,1.0,0.0038061412989298504,0.005373104944864909,6.4097118961016335,0.19027466078599295,0.08120563197686957
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.0,True,GD,1.0,0.003712214579264323,0.0011930248126983643,3.701084911386172,0.004674921947419838,0.7169485320647557
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.01,False,GD,1.0,0.004004749262491862,0.0052941285196940096,0.03752771218806629,0.0077209438521094855,0.003274796641455661
