d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,informed_position,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean,attention_mag_mean,attention_theta_mean
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.17583333333333334,True,GD,1.0,0.0,0.003559192044576009,0.004104131202697754,0.5201214189877112,0.017160287295700984,0.08982488550245761
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.25875,False,GD,1.0,1.0,0.0034430945154825844,0.0038923987960815427,0.6634497614105542,0.11071253046393394,0.017871954674289252
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.25875,True,GD,1.0,0.0,0.003523641082763672,0.003956684369405111,0.7345625507334868,0.01247206905876131,0.12803309205919503
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.3416666666666667,False,GD,1.0,1.0,0.003614113121032715,0.00409387814839681,0.9160300547877948,0.12530715726315975,0.01881394343993937
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.3416666666666667,True,GD,1.0,0.0,0.0035851143595377606,0.003910206113179525,0.9399416480263074,0.018049296389411513,0.16541252589474123
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.4245833333333333,False,GD,1.0,1.0,0.0035564029897054033,0.004025307121276855,1.114192231396834,0.13341232122232516,0.021881891187998312
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.4245833333333333,True,GD,1.0,0.0,0.0034993883590698246,0.0036588262888590495,1.144035100678603,0.021800821345338287,0.20549801128606002
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5075,False,GD,1.0,1.0,0.0035695506235758467,0.004054106722513834,1.283477848748366,0.14610792423288027,0.019594267806921077
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5075,True,GD,1.0,0.0,0.0035978063303629556,0.0036395565414428714,1.3397751217683156,0.011085349084896735,0.24269012796382108
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5904166666666667,False,GD,1.0,1.0,0.0035889909998575845,0.004106276117960612,1.5082482514778774,0.15113815690080326,0.026535354820468152
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.0,0.0034783496322631836,0.003396693623860677,1.4466214743256571,0.0105866671782375,0.26286319506665073
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.6733333333333333,False,GD,1.0,1.0,0.0035946605097452802,0.004150498486836751,1.7698175259431206,0.15767081292967003,0.03316575999148578
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0,0.0035575127919514975,0.0032861507288614905,1.6417105618119239,0.015788393601542338,0.3052864839633306
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.75625,False,GD,1.0,1.0,0.003571180847167969,0.004158021359761556,1.989042094230652,0.1572419649610917,0.020648994909909863
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.75625,True,GD,1.0,0.0,0.003521149703979492,0.0030913502146402995,1.784882622520129,0.011319967318195267,0.3336761665840944
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.8391666666666666,False,GD,1.0,1.0,0.0035040057678222655,0.004087480044047038,2.133729209899902,0.15778819223244986,0.033337810429899646
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.0,0.0034907612508138022,0.00283829679107666,1.9517901207208634,0.01055726761915139,0.37232173631588616
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.9220833333333334,False,GD,1.0,1.0,0.0035444611434936528,0.004190428787231445,2.4734024316469827,0.16178777329623698,0.04088124929112382
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.0,0.0035509528020222984,0.00274456280263265,2.0901898937026657,0.008905609316328385,0.40086659193038937
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.005,False,GD,1.0,1.0,0.0036084051742553713,0.004279443753560384,2.6467072583436964,0.1602346247682969,0.04148145453073084
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.005,True,GD,1.0,0.0,0.003548708775838216,0.0025505964698791504,2.2362514914472897,0.006171524440287612,0.43232511430978776
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.0879166666666666,False,GD,1.0,1.0,0.0035246635131835936,0.0042127146911621095,2.851947571714719,0.15789048299193384,0.0375337524067921
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.0,0.003540275472005208,0.0024030628191630044,2.3356750011642773,0.005875226227605405,0.4550444662570953
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.1708333333333334,False,GD,1.0,1.0,0.0036392705790201825,0.0043624531656901045,3.1120944521029794,0.15595048566659292,0.04562219282864438
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.0,0.003565919812520345,0.0022520316619873046,2.4633347162803014,0.006053332928180073,0.4825086911519369
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.25375,False,GD,1.0,1.0,0.0035450605265299477,0.0042692719217936196,3.3332464724381765,0.15728247712055843,0.05676438930192187
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.25375,True,GD,1.0,0.0,0.0035522658564249676,0.0020851159273783367,2.563747238655885,0.005526229501204701,0.5053106906513373
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.3366666666666667,False,GD,1.0,1.0,0.0035721355743408203,0.0043598449300130205,3.627538258830706,0.15726907644420862,0.03722976927626102
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.0,0.003622730773925781,0.001959917037963867,2.7074425905942916,0.007340321030642372,0.5357257728775342
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.4195833333333334,False,GD,1.0,1.0,0.0035242088877360024,0.004295414362589518,3.771609452486038,0.15259899298350016,0.05383501458563842
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0,0.0035689671554565428,0.0017896727180480958,2.7728258684277534,0.005824611544570264,0.5513292834162712
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.5025,False,GD,1.0,1.0,0.003598773961385091,0.0043441685638427735,4.0742266620000205,0.14750506120423476,0.08368533300235868
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.5025,True,GD,1.0,0.0,0.00363952833811442,0.0017063398081461588,2.8831849964459733,0.005566071909561287,0.5748521621028583
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.5854166666666667,False,GD,1.0,1.0,0.0035760992279052733,0.0043874178721110026,4.293261956850688,0.14904666313280662,0.06689995831499497
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.0,0.003585522666931152,0.0015622886568705241,2.9405621098478636,0.00434072661640433,0.5870106250047684
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.6683333333333332,False,GD,1.0,1.0,0.0035525650355021157,0.004337267196655273,4.484478871107101,0.14378575577090183,0.07162047080540408
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.0,0.003593883720397949,0.0014208653901418048,3.0421573800245922,0.004724246401504691,0.609303092956543
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.75125,False,GD,1.0,1.0,0.003556323038736979,0.004365724914550781,4.703111612876256,0.1439342054227988,0.06711924291060617
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.75125,True,GD,1.0,0.0,0.0035290871175130208,0.001330360865910848,3.052402249157429,0.003810453714201382,0.6114084561665852
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.8341666666666667,False,GD,1.0,1.0,0.003592083941141764,0.0044387120641072595,5.119617647250493,0.14315243531018496,0.06942004603721823
