d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,informed_position,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean,attention_mag_mean,attention_theta_mean
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.17583333333333334,False,GD,1.0,1.0,0.002891640401204427,0.00293236651357015,0.40448037834465506,0.04814824887240926,0.011180733418586898
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.17583333333333334,True,GD,1.0,0.0,0.0028545464401245114,0.0028599938888549804,0.40736258477966,0.01124042362086281,0.06252857325598597
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.25875,False,GD,1.0,1.0,0.0028689826698303222,0.0029186535097757977,0.567224820057551,0.06346436835204562,0.012803512918374811
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.25875,True,GD,1.0,0.0,0.002829825185139974,0.002810959753672282,0.5841237750252087,0.0098122143841465,0.08982610469684005
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.3416666666666667,False,GD,1.0,1.0,0.002862937666575114,0.002921310551961263,0.7344010062217713,0.06854339145744841,0.02271681228497376
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.3416666666666667,True,GD,1.0,0.0,0.00286936310450236,0.0028059675305684407,0.7614074614346027,0.007664069224726215,0.12038784362375736
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.4245833333333333,False,GD,1.0,1.0,0.0028449150492350257,0.0029305001576741536,0.9492705455025038,0.0815674049469332,0.01576646598211179
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.4245833333333333,True,GD,1.0,0.0,0.002874340545654297,0.002761715873718262,0.9216046944657962,0.008452866129907003,0.14667899440973997
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5075,False,GD,1.0,1.0,0.0028234443130493165,0.002923567527770996,1.1220896905064583,0.0854692205786705,0.022724707058053656
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5075,True,GD,1.0,0.0,0.0028688398920694983,0.0026941149253845217,1.0854788266817728,0.009143092315207468,0.17500795361896357
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5904166666666667,False,GD,1.0,1.0,0.0028837211100260413,0.002993883697509766,1.3075041919549306,0.08448278848081826,0.029936560808952586
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.0,0.002845085127512614,0.002602862290700277,1.2438019431630771,0.010622261704217331,0.2035957530140877
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.6733333333333333,False,GD,1.0,1.0,0.0028797629865010576,0.0030132628644307454,1.4934005557099976,0.08855489330987136,0.027937962213930707
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0,0.0028948364245096844,0.002574127524058024,1.3964898930986722,0.00742281201116081,0.23029653169214725
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.75625,False,GD,1.0,1.0,0.002877458732604981,0.00302643101755778,1.6804729726314545,0.09101635478436947,0.03822854153598503
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.75625,True,GD,1.0,0.0,0.0027402016703287763,0.0023654709129333497,1.4947233487764995,0.008178470422232445,0.24633943798641364
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.8391666666666666,False,GD,1.0,1.0,0.0028394390818277993,0.003004021692911784,1.8447138353586199,0.08906720808396736,0.03210799160297029
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.0,0.0028521285794576006,0.002335183410644531,1.706594173848629,0.006458076551886432,0.2904109055797259
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.9220833333333334,False,GD,1.0,1.0,0.002831543799082438,0.0030077734832763673,2.0295896317164104,0.09002353108177581,0.03928644096595235
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.0,0.0029062297681172688,0.0022972448031107584,1.8461519791086516,0.007428188260382739,0.31496996904412905
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.005,False,GD,1.0,1.0,0.0027972007166544594,0.0029772393747965493,2.196401432792346,0.08748372153689464,0.04706579220073764
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.005,True,GD,1.0,0.0,0.0027155750465393067,0.00210313383992513,1.875839734554291,0.006737327126029413,0.31497506325443586
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.0879166666666666,False,GD,1.0,1.0,0.002841563167572022,0.0029593273925781253,2.3511985440254213,0.0774030076339841,0.08719718737799365
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.0,0.002858851016998291,0.00210882692972819,2.0485198500553765,0.005448213648681606,0.348086637755235
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.1708333333333334,False,GD,1.0,1.0,0.0029007011947631833,0.003085097516377767,2.617865744272868,0.0841647459814946,0.06906524274575834
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.0,0.0028307441253662105,0.0019739713745117187,2.193874236424764,0.005661591608077288,0.37486154958605766
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.25375,False,GD,1.0,1.0,0.00281666352335612,0.0029968125165303547,2.749692708849907,0.08189917107423146,0.06902930032326064
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.25375,True,GD,1.0,0.0,0.002867860015869141,0.0019301654688517252,2.3035345226128894,0.004542149997723754,0.3922661446034908
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.3366666666666667,False,GD,1.0,1.0,0.0028865076446533203,0.0030396298802693685,2.938202246069908,0.07849330388319989,0.09612113557911167
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.0,0.002860874799092611,0.0018382751274108886,2.419291177193324,0.004311489671636082,0.4123108339806398
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.4195833333333334,False,GD,1.0,1.0,0.0028898033498128257,0.003055229497273763,3.2056117311318713,0.07821236321081718,0.10836351401327798
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0,0.002917679931640625,0.0017637577260335288,2.5649050784508387,0.0056000969314482065,0.4399148903787136
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5025,False,GD,1.0,1.0,0.002809822718302409,0.002822020517985026,3.2298732613722483,0.06508303376225134,0.14136625772613723
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5025,True,GD,1.0,0.0,0.0028910528462727865,0.0017015096117655437,2.628740483601888,0.0039344542790786365,0.44719386200110117
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5854166666666667,False,GD,1.0,1.0,0.0028378978894551595,0.0030459205423990885,3.50819916733106,0.07704145678629477,0.07725513897991429
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.0,0.002871919118245443,0.0016128403307596843,2.732270239075025,0.005073050081409747,0.4627382223804792
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.6683333333333332,False,GD,1.0,1.0,0.002894932924906413,0.002831340061187744,3.611697654048602,0.060748522046681803,0.18049691116126876
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.0,0.002846040136973063,0.0015297216707865398,2.818423759063085,0.004704044607691079,0.4755051145950953
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.75125,False,GD,1.0,1.0,0.0028831165148417155,0.002559523990631104,3.6462045042117435,0.04971241523502007,0.2459933734751151
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.75125,True,GD,1.0,0.0,0.0027828980038960773,0.0014413058636983235,2.8850860352913537,0.003787631611339748,0.48145452092091245
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.8341666666666667,False,GD,1.0,1.0,0.0028828981857299805,0.002388470041910807,3.661085874756177,0.043953863195686914,0.27817990831099454
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.8341666666666667,True,GD,1.0,0.0,0.0027966618817647296,0.001410475440979004,2.961525192777316,0.004320443574397359,0.49009641135732335
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.9170833333333333,False,GD,1.0,1.0,0.0028471076532999673,0.0021203363717397054,3.670611444115639,0.03028187054345229,0.3425291078786055
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.9170833333333333,True,GD,1.0,0.0,0.0028278446617126464,0.0013696617819468182,3.0662756602764127,0.003956930019679324,0.5057197228074074
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.0,False,GD,1.0,1.0,0.0029048370666503905,0.0027238823267618814,4.283278067787488,0.05456506235750567,0.2135212109715212
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.0,True,GD,1.0,0.0,0.002853082701365153,0.001296053518931071,3.189939963420232,0.004485357323089071,0.5262494092186292
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.01,False,GD,1.0,1.0,0.002968215553283691,0.0027880335477193196,0.02323779084931074,0.003124057617181582,0.0018649735472919815
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.01,True,GD,1.0,0.0,0.0029504971122741703,0.0027394939804077146,0.022699416042588082,0.0025198733543523606,0.0036013819859363138
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.09291666666666666,False,GD,1.0,1.0,0.002711832453409831,0.0027311681505839025,0.21442324983328578,0.02411863151161621,0.008494523680550021
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.09291666666666666,True,GD,1.0,0.0,0.0027459262771606444,0.0027411413752237955,0.22180974910904963,0.007164266953562522,0.03239315062140425
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.17583333333333334,False,GD,1.0,1.0,0.002640148213704427,0.002671015488942464,0.40119946478803953,0.043253746706371506,0.013225680338230935
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.17583333333333334,True,GD,1.0,0.0,0.0027728946673075358,0.0027691587766011556,0.4132050967216492,0.008318167411198374,0.060671438556164504
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.25875,False,GD,1.0,1.0,0.0027419068183898924,0.002791899457295736,0.5800919804175695,0.053672372425595916,0.012467285258268629
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.25875,True,GD,1.0,0.0,0.0027851002731323245,0.0027581039746602375,0.5851179107228915,0.01245964321521266,0.08441483244920771
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.3416666666666667,False,GD,1.0,1.0,0.002767681659698486,0.0028306086057027177,0.763952594836553,0.06067666746675968,0.016676319907977206
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.3416666666666667,True,GD,1.0,0.0,0.002707738970438639,0.002662346291859945,0.7452922194302082,0.00921633772716935,0.10862286034971476
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.4245833333333333,False,GD,1.0,1.0,0.0027746018422444662,0.0028563738555908206,0.9500420598983764,0.07041833583886424,0.02467395864611414
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.4245833333333333,True,GD,1.0,0.0,0.0027214771474202474,0.002637364200592041,0.9137351143161455,0.008834521309957684,0.136315037868917
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5075,False,GD,1.0,1.0,0.0027357846412658688,0.002832530372619629,1.1045589780807494,0.07311313139895598,0.02449593683177227
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5075,True,GD,1.0,0.0,0.0027287849629720052,0.0025917039807637535,1.084153613249461,0.006762529278239526,0.1641682092100382
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5904166666666667,False,GD,1.0,1.0,0.0027263590100606284,0.0028419564946492513,1.288339094400406,0.07507623098790646,0.026517367960574727
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.0,0.0026768255958557127,0.0024966817309061686,1.216872348288695,0.007280108167227202,0.18395533959070842
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.6733333333333333,False,GD,1.0,1.0,0.002629782117207845,0.0027483697776794435,1.4157050145665806,0.06837175249432524,0.027983548889945573
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0,0.0027249156761169433,0.002469165944417318,1.3962071587045985,0.008592414200635782,0.21629872160653274
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.75625,False,GD,1.0,1.0,0.002724531431833903,0.002870801813761393,1.6760460399389265,0.07848930995290478,0.038797511723714706
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.75625,True,GD,1.0,0.0,0.0027115675226847334,0.0023823155110677084,1.542419600069523,0.00835927797355301,0.24069732253750165
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.8391666666666666,False,GD,1.0,1.0,0.002733277275085449,0.002869795684814453,1.7926683406829833,0.07454856683810553,0.04360928628981734
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.0,0.0027516096216837565,0.002349662348429362,1.69089921327432,0.005708317392175862,0.26432457491755484
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.9220833333333334,False,GD,1.0,1.0,0.0027628769569396972,0.002929602923075358,2.047240016857783,0.07657487081984679,0.044597658033793175
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.0,0.0026998745371500654,0.0022480349095662434,1.8026522850195565,0.005309731218949309,0.2810172443588575
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.005,False,GD,1.0,1.0,0.0027185993843078615,0.0028688520914713542,2.1797721319198606,0.06983136941368381,0.05627554105400728
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.005,True,GD,1.0,0.0,0.0027301546134948732,0.002180435888926188,1.955781328201294,0.004570578608642488,0.3093800907333692
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.0879166666666666,False,GD,1.0,1.0,0.002693649398803711,0.0028692723922729493,2.372035883029302,0.07199548635010918,0.04953145782540863
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.0,0.0026911513697306312,0.002090147748311361,2.059164659380913,0.0044278048881096765,0.32378868907690045
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.1708333333333334,False,GD,1.0,1.0,0.0026688833796183267,0.0027755319023132323,2.511222889463107,0.06582151201243201,0.09368063408182935
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.0,0.0027117420832316083,0.0020256044654846195,2.2052744607130688,0.004363100183521359,0.347777013729016
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.25375,False,GD,1.0,1.0,0.002712624741872152,0.0028495295321146648,2.7219974583784743,0.06718374863266945,0.09483631081723919
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.25375,True,GD,1.0,0.0,0.002753816905975342,0.001934112664540609,2.362184227188428,0.006075970745102192,0.37962076117595034
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.3366666666666667,False,GD,1.0,1.0,0.0027561543045043946,0.002805175575256348,2.885804819782575,0.05790391788274671,0.12202676114005347
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.0,0.0026972349917093914,0.0018708437703450521,2.436054054260254,0.005492100880170862,0.3824706266323725
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.4195833333333334,False,GD,1.0,1.0,0.002675336986541748,0.002711674378712972,2.9915658395687736,0.056411028311898315,0.1338167671735088
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0,0.0027119711977640786,0.0017986838200887043,2.5679457168181736,0.0048257888010994066,0.4046701955298582
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5025,False,GD,1.0,1.0,0.002703883026123047,0.002704392386118571,3.1792832005818688,0.05831346804819381,0.134963933461889
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5025,True,GD,1.0,0.0,0.002751618347167969,0.0017459326349894206,2.6957487505674362,0.0037469069843306595,0.4251511370142301
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5854166666666667,False,GD,1.0,1.0,0.0027283080927530926,0.0026421348864237464,3.329673544764519,0.05038522119866684,0.1738674015078383
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.0,0.0027243612988789878,0.001670370096842448,2.7833317016363144,0.003630334694753401,0.43642658268411955
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.6683333333333332,False,GD,1.0,1.0,0.0027141412862141927,0.00258331041208903,3.474852637887001,0.046471348591148855,0.19354763898688057
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.0,0.0026538168182373045,0.001623073018391927,2.8255515115261076,0.004713354585411859,0.4323547991613547
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.75125,False,GD,1.0,1.0,0.002718180241902669,0.0023351014086405437,3.525196283817291,0.0360948833784884,0.26428370719950184
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.75125,True,GD,1.0,0.0,0.0027447390098571775,0.0015702341168721517,2.9986556049187976,0.004926388176196876,0.4641099741061529
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.8341666666666667,False,GD,1.0,1.0,0.0026627111320495604,0.0023230722401936846,3.652539472262065,0.03539123466665236,0.23586098817080103
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.8341666666666667,True,GD,1.0,0.0,0.002758204040527344,0.0015237277857462564,3.1073588960965477,0.0036404148806468586,0.4769104078412056
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.9170833333333333,False,GD,1.0,1.0,0.002709376828511556,0.002220829168955485,3.721600187778473,0.029885757835775923,0.2813927473422761
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.9170833333333333,True,GD,1.0,0.0,0.0027169252573649087,0.0014534505780537923,3.179765306393305,0.003861862757185008,0.48519933447241786
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.0,False,GD,1.0,1.0,0.0027235386416117353,0.002187723351796468,3.881708394487699,0.031023795861862408,0.3026457634754479
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.0,True,GD,1.0,0.0,0.0027018844769795738,0.0014003052800496418,3.279263135671616,0.0033297842484898868,0.4947182143727938
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.01,False,GD,1.0,1.0,0.0028347610257466634,0.00262998840713501,0.023114495254264126,0.0032006770629626168,0.002140385508484144
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.01,True,GD,1.0,0.0,0.002682671770731608,0.002592526786804199,0.01757241026256088,0.0017753907626304984,0.002208086568377136
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.09291666666666666,False,GD,1.0,1.0,0.002651124755859375,0.0026845813662211104,0.21282986186941466,0.02336267454084009,0.008683649521844928
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.09291666666666666,True,GD,1.0,0.0,0.0026132493629455566,0.0026433861478169763,0.2129810210292538,0.006121393488380515,0.027763661881908774
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.17583333333333334,False,GD,1.0,1.0,0.002585185314178467,0.0026461117350260414,0.39439951702952386,0.03532947568843762,0.012018869305029512
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.17583333333333334,True,GD,1.0,0.0,0.0025897181765238446,0.002626739599863688,0.3965605060756206,0.007670988978316018,0.051952402293682094
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.25875,False,GD,1.0,1.0,0.0025744892756144207,0.002651478427886963,0.558990022401015,0.041782560960079235,0.013012293335729433
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.25875,True,GD,1.0,0.0,0.0025844088134765624,0.0026110881284077962,0.5721311865349611,0.009295319948190202,0.07718126519272725
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.3416666666666667,False,GD,1.0,1.0,0.002609210224151611,0.002700962383270264,0.7461610035101572,0.0513500577925394,0.01581059677094648
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.3416666666666667,True,GD,1.0,0.0,0.002564319001515706,0.0025712852223714194,0.7417841103076935,0.009881688751192996,0.09875971358269453
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.4245833333333333,False,GD,1.0,1.0,0.0025916309331258137,0.0027011335932413737,0.9322186871767043,0.056332000686476626,0.021510072457022033
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.4245833333333333,True,GD,1.0,0.0,0.002566116424560547,0.0025399714940389,0.9107071051200232,0.007300543400682122,0.12498757690191269
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.5075,False,GD,1.0,1.0,0.0025913532803853354,0.002706050573984782,1.0856445628205935,0.05793946764121453,0.02695310134367901
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.5075,True,GD,1.0,0.0,0.0026186484858194987,0.0025507339312235513,1.0879103231827418,0.008589154999935998,0.1502189340690772
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.5904166666666667,False,GD,1.0,1.0,0.002613942072550456,0.002743968613942464,1.2851861106157303,0.06036235118905703,0.033753162971697746
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.5904166666666667,True,GD,1.0,0.0,0.0025942047335306803,0.002486231778462728,1.2441381198167802,0.007887128235355097,0.17201181227962178
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.6733333333333333,False,GD,1.0,1.0,0.0025308795267740885,0.002688805216471354,1.4431622300346694,0.06341636691552897,0.03140658124466427
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.6733333333333333,True,GD,1.0,0.0,0.002543668270111084,0.0024000124537150065,1.373194604575634,0.007083325857456657,0.19148161249856155
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.75625,False,GD,1.0,1.0,0.002585464152018229,0.002757311055501302,1.6583636981248855,0.06562051276365916,0.029730983303549386
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.75625,True,GD,1.0,0.0,0.0025524538230895996,0.002355119934082031,1.526640065809091,0.0055804796148246774,0.21587700297435122
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.8391666666666666,False,GD,1.0,1.0,0.002582896317799886,0.002732662872314453,1.7894472716252008,0.06098081502132118,0.05089832150745982
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.8391666666666666,True,GD,1.0,0.0,0.0025829541676839194,0.0023117326431274414,1.7005913400650023,0.007476351241348311,0.24371888178090254
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.9220833333333334,False,GD,1.0,1.0,0.0025400698064168294,0.0027070317878723146,1.9902442897160848,0.0629506269780298,0.05437342118627081
1000,2,1,0.4,0.5,0.2,0.01,0.0001,0.9220833333333334,True,GD,1.0,0.0,0.002594565505981445,0.002259406903584798,1.8420707707007724,0.0070124317130345545,0.26549467258155346
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.005,False,GD,1.0,1.0,0.0026249930737813312,0.0027828556111653643,2.155323292016983,0.06092013567686081,0.06369617849122733
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.005,True,GD,1.0,0.0,0.0026217363789876303,0.0021956454582214356,2.012907534639041,0.005500279843181488,0.2938951190561056
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.0879166666666666,False,GD,1.0,1.0,0.0025856690940856933,0.0027730018590291345,2.385208610892296,0.05965736604606112,0.05581788780958353
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.0879166666666666,True,GD,1.0,0.0,0.0025514970156351726,0.0020826456604003908,2.1340441695849104,0.004266470875457647,0.3102221556007862
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.1708333333333334,False,GD,1.0,1.0,0.002590434548695882,0.0026901019528706867,2.5171387884616854,0.05336859590218713,0.11316659981384873
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.1708333333333334,True,GD,1.0,0.0,0.0026168142789204916,0.002067104700724284,2.2706536180973056,0.0049911277608771345,0.33097125341494876
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.25375,False,GD,1.0,1.0,0.00259316543451945,0.0026911477254231773,2.730399931470553,0.05286774100968614,0.10939314736751839
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.25375,True,GD,1.0,0.0,0.002543366569519043,0.001987705576578776,2.3596703953345615,0.005074809400684899,0.33550765390197435
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.3366666666666667,False,GD,1.0,1.0,0.00261560271581014,0.0026588976287841796,2.8667287467718126,0.046552531840279694,0.1341592233783255
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.3366666666666667,True,GD,1.0,0.0,0.0026346644503275553,0.001940137663523356,2.551785262028376,0.005438221532676834,0.37192738850911455
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.4195833333333334,False,GD,1.0,1.0,0.002575965440114339,0.002608292402903239,3.034251028617223,0.04585039560527851,0.14894525262061506
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.4195833333333334,True,GD,1.0,0.0,0.002512513824462891,0.0018536939773559568,2.597340492447217,0.0038699014360948545,0.36551392028729124
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.5025,False,GD,1.0,1.0,0.0026261077575683595,0.002513756083170573,3.156184258063634,0.03849254011098916,0.19329465781338515
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.5025,True,GD,1.0,0.0,0.0025713605562845865,0.001825075486501058,2.7412084347009658,0.0043293974367770716,0.38743420143922175
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.5854166666666667,False,GD,1.0,1.0,0.002572631381988525,0.002654890817006429,3.395655579050382,0.047807020084777226,0.1262789436383173
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.5854166666666667,True,GD,1.0,0.0,0.0026326861368815104,0.0017682040506998696,2.908783385237058,0.004591368265876856,0.4173953006664912
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.6683333333333332,False,GD,1.0,1.0,0.002586933923085531,0.002289282018025716,3.365793556888898,0.02666202231121133,0.25839743038328983
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.6683333333333332,True,GD,1.0,0.0,0.0025640075225830078,0.0017088728981018066,2.9777594201564788,0.003196927124857514,0.41730959589282673
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.75125,False,GD,1.0,1.0,0.002532018316904704,0.002096951224009196,3.3677838752269746,0.0219099553321333,0.2951412114625176
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.75125,True,GD,1.0,0.0,0.0025017425549825035,0.0016413322766621909,3.058801482637723,0.004506728885765672,0.42057848324378333
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.8341666666666667,False,GD,1.0,1.0,0.0025582371788024903,0.00216658670425415,3.587537377794584,0.023439373649064996,0.27824009547475725
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.8341666666666667,True,GD,1.0,0.0,0.002517967351277669,0.0016093485018412272,3.1775891288916274,0.0038644354330244824,0.43226404910286265
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.9170833333333333,False,GD,1.0,1.0,0.002509720033009847,0.001958005678812663,3.5203652182420093,0.0179170251719673,0.32162389893395205
1000,2,1,0.4,0.5,0.2,0.01,0.0001,1.9170833333333333,True,GD,1.0,0.0,0.0025823974456787107,0.0015872694613138835,3.3014204973379773,0.002488761930423304,0.45060917039712267
1000,2,1,0.4,0.5,0.2,0.01,0.0001,2.0,False,GD,1.0,1.0,0.0025402276140848797,0.002014082364400228,3.7544006703694657,0.01959819572948618,0.3127702156159406
1000,2,1,0.4,0.5,0.2,0.01,0.0001,2.0,True,GD,1.0,0.0,0.002572107163747152,0.0015295262514750162,3.4240595676898953,0.0031554466452992833,0.4647161468863487
1000,2,1,0.4,0.5,0.22,0.01,0.0001,0.01,False,GD,1.0,1.0,0.0027298277651468914,0.002532550215403239,0.023403942943978743,0.0022627743939059052,0.0014368276109205877
