d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,informed_position,r_student,attention_mag_max,attention_thet_max,attention_mag_min,attention_thet_min,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean
1000,2,1,0.4,0.5,0.02,0.01,0.0001,2.9166666666666665,False,GD,0.0,0.0,0.0,0.010435117116534708,0.07991617776363473,0.02641725817061134,0.18935861484417515,0.00027896443496824706,4.2284797686214646e-05,0.21907696371037536
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.0,False,GD,0.0,0.0,0.0,0.030502467076735363,0.07314347003123504,0.023064013788262616,0.13568557331713776,0.0002754617789036261,2.8601221679521632e-05,0.21690088882782968
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.083333333333333,False,GD,0.0,0.0,0.0,0.008573810473452527,0.06608770506886981,0.017706583822780453,0.13076549129006265,0.00028551451475617253,3.479363247045086e-05,0.24470604595503226
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.1666666666666665,False,GD,0.0,0.0,0.0,0.008810793877589278,0.08094632657407314,0.021498322385811786,0.15417491004602532,0.0002572908561285749,2.515808654671125e-05,0.215558117282893
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.25,False,GD,0.0,0.0,0.0,0.00994967816039732,0.08262414894007508,0.02121524016385464,0.15333136049367022,0.0001990537677348049,4.1618886663523975e-05,0.14891854553575595
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.333333333333333,False,GD,0.0,0.0,0.0,0.01126208241869287,0.08479872917626101,0.02141461445169078,0.1423950300775369,0.000290891644663432,5.1898455280549545e-05,0.23110127013273718
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.4166666666666665,False,GD,0.0,0.0,0.0,0.009783308252401701,0.0686535940831941,0.01919673001638821,0.1412621156107506,0.00026042221229869106,2.9864241333054605e-05,0.2006540260265873
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.5,False,GD,0.0,0.0,0.0,0.009758801622555125,0.0899418024060504,0.02269961804846917,0.18885139710276103,0.00015704713570535687,3.7068585886573e-05,0.15050026866574787
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.583333333333333,False,GD,0.0,0.0,0.0,0.012623602305844429,0.054110643285690624,0.02240483819928552,0.15261067984100446,0.00021844146238380926,2.729079496359375e-05,0.1627275200592428
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.6666666666666665,False,GD,0.0,0.0,0.0,0.009774735032890626,0.09045292062328739,0.023154744632985894,0.18236681305440605,0.00020423379717881307,2.130136465979797e-05,0.16288918414780393
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.75,False,GD,0.0,0.0,0.0,0.0039832160573949746,0.06690619806284298,0.012798397044000598,0.09537338637952308,0.00040217163159892463,1.7873871410207786e-05,0.3086398304945384
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.833333333333333,False,GD,0.0,0.0,0.0,0.007991083429807998,0.07860250665017342,0.020552664150099084,0.1786087146321719,0.0002789163838022355,2.1250165988064204e-05,0.23282842138640164
1000,2,1,0.4,0.5,0.02,0.01,0.0001,3.9166666666666665,False,GD,0.0,0.0,0.0,0.00785764461259408,0.07372435335158711,0.020429623149509763,0.17388011082939933,0.000239690543613468,2.4612133959283252e-05,0.19394470959896712
1000,2,1,0.4,0.5,0.02,0.01,0.0001,4.0,False,GD,0.0,0.0,0.0,0.00881398159533996,0.0829051376037539,0.021129317571556692,0.19076142625858108,0.0003768628422576285,2.3834131357167913e-05,0.3145807781587577
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.01,False,GD,0.0,0.0,0.0,0.001963053952229529,0.002742943004658422,0.001326968081175801,0.0018680939634341336,0.00045976215904537974,0.00030385901465176983,0.022780883982955222
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.09291666666666666,False,GD,0.0,0.0,0.0,0.011436857250753723,0.006326669353552847,0.008400770516229967,0.002687449375965316,0.00022505317341989223,0.000345771571095086,0.05990185837249163
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.17583333333333334,False,GD,0.0,0.0,0.0,0.02943692179823139,0.010200826609994206,0.011611664250401266,0.00878427811937238,0.0003792452954442026,0.0004889274132373686,0.08987884455918349
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.25875,False,GD,0.0,0.0,0.0,0.025630817438174077,0.015399569147948912,0.020954607686423828,0.008642429682125976,0.0002906245869568597,0.0004361634278796731,0.05344952855412932
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.3416666666666667,False,GD,0.0,0.0,0.0,0.022257708182992834,0.015132090069118784,0.029645505215923747,0.013713720552585575,0.00016366846063776256,0.00019084679316555767,0.06981867519471469
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.4245833333333333,False,GD,0.0,0.0,0.0,0.0321354354225197,0.02383049405390721,0.028316103476912706,0.01604284830418038,0.0003342513362182954,0.00046708985903560276,0.1571918637003115
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5075,False,GD,0.0,0.0,0.0,0.04695794614590179,0.017803188919386956,0.027869296025740172,0.019693412245345997,0.0003296954924839866,0.00045487642505352417,0.11336033991116684
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5904166666666667,False,GD,0.0,0.0,0.0,0.021963017750604174,0.04026844095813865,0.033434271358489163,0.01697100789941606,0.00018932228971962594,0.0002704330261877338,0.1061878620363897
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.6733333333333333,False,GD,0.0,0.0,0.0,0.01174816755551189,0.02743612411207704,0.01850784794783795,0.015292559978213209,0.00016740041967422788,0.0002256830257003586,0.1532004880440266
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.75625,False,GD,0.0,0.0,0.0,0.03352943225697284,0.05787295823763393,0.020440979219353932,0.022800577763677703,0.00022913647258588244,0.00037968310709058284,0.1352607697231456
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.8391666666666666,False,GD,0.0,0.0,0.0,0.024163862095454382,0.032359236472305784,0.03581166680136754,0.028347219866302998,0.0002693318416615415,0.00032519628711722066,0.20112693216282623
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.9220833333333334,False,GD,0.0,0.0,0.0,0.02222359654945677,0.06144076564935306,0.03291762475079133,0.033668821546407095,0.00011135505152150095,0.00026455698379681695,0.12045430311740579
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.005,False,GD,0.0,0.0,0.0,0.020960278701031416,0.05492458788355601,0.04758139776472891,0.04595933514500822,0.00023936038485783471,0.0004060931467688357,0.2318697368866825
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.0879166666666666,False,GD,0.0,0.0,0.0,0.01841441001269806,0.08909981298471113,0.03753582669941258,0.06849269345072767,0.0001985078101905681,0.0004464931173048638,0.16549891602203734
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.1708333333333334,False,GD,0.0,0.0,0.0,0.024461402725012477,0.10677857461057169,0.041475976820557904,0.03880823368752216,0.00025093054756334185,0.00047634869488941367,0.20955392234720183
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.25375,False,GD,0.0,0.0,0.0,0.019764910971783674,0.11879833172810318,0.037435481221525874,0.07306905962602879,0.00021356373849388,0.000639675096971144,0.20381524733004283
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.3366666666666667,False,GD,0.0,0.0,0.0,0.018519308696542523,0.10970993722618981,0.027260273004085685,0.11809108041143158,0.0002585233550030008,0.0007730752673825788,0.33701437419002245
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.4195833333333334,False,GD,0.0,0.0,0.0,0.04272753252741743,0.14866206149980252,0.030517337661116813,0.11219327353496993,0.00031852240730979305,0.0008702556572005528,0.34401144813134393
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5025,False,GD,0.0,0.0,0.0,0.013937959247980084,0.134103626531132,0.026756147211265232,0.10109726170518137,0.00022865870773527676,0.0007134419129861157,0.3048770938632312
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5854166666666667,False,GD,0.0,0.0,0.0,0.0281623360448271,0.13110424634374068,0.034424288496178276,0.08291594729476172,0.0002826681893502908,0.0009489276124480293,0.4471827204814323
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.6683333333333332,False,GD,0.0,0.0,0.0,0.012311959465052756,0.1868211250595201,0.03149257682898645,0.1094562054612896,0.00028345167708044504,0.0010958242934799086,0.3972450775976608
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.75125,False,GD,0.0,0.0,0.0,0.019205187910645426,0.15808378806358592,0.025270137766181013,0.1048317815108125,0.0003203312760100218,0.0011362772180798116,0.4933286776407683
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.8341666666666667,False,GD,0.0,0.0,0.0,0.01897263290321717,0.1912295359829717,0.02494192995160584,0.13576208401928924,0.0002528666697400483,0.0013320817921805323,0.5728242317054882
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.9170833333333333,False,GD,0.0,0.0,0.0,0.022767004600146457,0.18192963033231085,0.027041616929027623,0.14304442582113255,0.00015278288829245388,0.0011507216293021496,0.4539464874302356
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.0,False,GD,0.0,0.0,0.0,0.014701645755003032,0.08191189563417581,0.02639979422715415,0.10690436846831139,0.00013440325349040643,0.0005546482583563093,0.27148945154319215
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.0833333333333335,False,GD,0.0,0.0,0.0,0.045797992279485646,0.15036140371082807,0.035291837494459376,0.18085105034344057,0.0002872593110765199,0.0010229934593426776,0.5769335589809295
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.1666666666666665,False,GD,0.0,0.0,0.0,0.028626444152560833,0.15827527405169287,0.02685360867897431,0.1403781483971138,0.0002920317025876518,0.001276472749659955,0.7592623836050557
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.25,False,GD,0.0,0.0,0.0,0.016886954029747013,0.07132997314737782,0.03574533867720212,0.18575181713236535,0.00016638706791910355,8.216265573942336e-05,0.12988345759792352
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.3333333333333335,False,GD,0.0,0.0,0.0,0.007676839363907689,0.1492113075760408,0.02824079271583288,0.12032968148989007,0.0003458381420495157,0.0012721104918420809,0.9519831557874942
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.4166666666666665,False,GD,0.0,0.0,0.0,0.013850838215483859,0.13960320756732023,0.028454613075573724,0.15949693430974662,0.00020368732935699697,0.0010779319293367656,0.8103056940637555
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.5,False,GD,0.0,0.0,0.0,0.012986962750668523,0.03613245323170399,0.025454734507514475,0.15714803454460788,0.00022161577881326668,5.025028597133815e-05,0.17774364667883205
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.583333333333333,False,GD,0.0,0.0,0.0,0.012547329688195986,0.14076309962780484,0.02919057985468871,0.16400099975517984,0.00023029427048942933,0.0010236568605178713,0.7914864583988833
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.6666666666666665,False,GD,0.0,0.0,0.0,0.011099714021676307,0.08264760489827822,0.022043773599891715,0.14323128035442503,0.0002782948791697438,5.824031228214305e-05,0.20690900768060191
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.75,False,GD,0.0,0.0,0.0,0.014207835665300213,0.19137266236760012,0.022863146469312444,0.16086034870291063,0.00013072365207868617,0.0012698720029717505,0.9605076316496247
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.833333333333333,False,GD,0.0,0.0,0.0,0.022425773892384718,0.07774500984427783,0.024631398461225848,0.14356810651835616,0.0002756412763804671,0.0002793995870762082,0.3042992864838176
1000,2,1,0.4,0.5,0.04,0.01,0.0001,2.9166666666666665,False,GD,0.0,0.0,0.0,0.01104711634241955,0.0718421298711778,0.024428458458410802,0.16080977258151366,0.00029703173131087976,6.38926431971677e-05,0.2329616121079713
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.0,False,GD,0.0,0.0,0.0,0.009435164064374585,0.06320829385985981,0.022238129322530525,0.151312034861744,0.0002400297216599522,3.9615938025973884e-05,0.22037102502997558
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.083333333333333,False,GD,0.0,0.0,0.0,0.010557289778133257,0.1025329081407719,0.02439985731053068,0.145293986702568,0.00029571004753311007,2.929218673517502e-05,0.23827396724297084
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.1666666666666665,False,GD,0.0,0.0,0.0,0.012846813127658077,0.09440796630434198,0.02475339861837369,0.16701759788044657,0.0002297731560132678,3.128322080881011e-05,0.16399522282713092
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.25,False,GD,0.0,0.0,0.0,0.010541958403377174,0.06924206681328428,0.02542467422905429,0.16102830442308358,0.0002021032129281774,3.474845931301435e-05,0.1465507646778414
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.333333333333333,False,GD,0.0,0.0,0.0,0.009558720644718093,0.05266053507183209,0.015249705135756204,0.11744537886002841,0.00021432842116417999,3.7796637918387055e-05,0.17060957189497306
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.4166666666666665,False,GD,0.0,0.0,0.0,0.010947604402468183,0.08967734442320886,0.029080887189585094,0.19364730034251232,0.00011312015434721981,1.9087478942187246e-05,0.10219778806216345
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.5,False,GD,0.0,0.0,0.0,0.012241401538664641,0.08573464673288896,0.022694736655298475,0.1430509599837459,0.00023305617036072028,3.049182094423099e-05,0.18608866669540977
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.583333333333333,False,GD,0.0,0.0,0.0,0.012601506589310928,0.09201126588220043,0.030542342124030047,0.21894535567079274,0.00030941660098899004,2.5829829054225278e-05,0.2574068669654898
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.6666666666666665,False,GD,0.0,0.0,0.0,0.0102744273889482,0.06323949838163637,0.02460644096878646,0.19142926084114892,0.00021078631870730225,2.7917485852398315e-05,0.17718682786761633
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.75,False,GD,0.0,0.0,0.0,0.009071630150064144,0.07698174791443277,0.02547814588405149,0.20180316502263734,0.0002354988236174585,2.463929623436797e-05,0.19482093322491384
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.833333333333333,False,GD,0.0,0.0,0.0,0.006059378747380305,0.06514493151441679,0.021828074968517207,0.16695677238298526,0.00022447870797573556,1.3369636527183645e-05,0.1932428487761028
1000,2,1,0.4,0.5,0.04,0.01,0.0001,3.9166666666666665,False,GD,0.0,0.0,0.0,0.010579310519670013,0.10250078300052574,0.025301626346649203,0.18850496590957957,0.00026735019043116657,2.949953473970552e-05,0.21237203504401359
1000,2,1,0.4,0.5,0.04,0.01,0.0001,4.0,False,GD,0.0,0.0,0.0,0.010825977340037504,0.099551093592823,0.02670977868297673,0.19541805862528727,0.0002554428558723894,1.6746146479104344e-05,0.20225068436341137
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.01,False,GD,0.0,0.0,0.0,0.003292763745488912,0.0013858443902998688,0.002154143108881487,0.0006445132597524307,0.0004075809981636369,0.000330246499789851,0.016625166599484247
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.09291666666666666,False,GD,0.0,0.0,0.0,0.018586916082312506,0.006498262046720458,0.005529352237537555,0.003678792974025295,0.0003447014934780191,0.0004392567703550845,0.06459740946526428
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.17583333333333334,False,GD,0.0,0.0,0.0,0.016172594825633286,0.014278852274594963,0.022965335805173362,0.01094831308999733,0.00031153457306936836,0.0004499692096488041,0.05196506640499798
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.25875,False,GD,0.0,0.0,0.0,0.021771292931272397,0.012187850932470715,0.017582160818947496,0.009841398073326152,0.00022980744470451,0.0003224681559937218,0.06622782915967809
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.3416666666666667,False,GD,0.0,0.0,0.0,0.016370738387783752,0.018630660416426678,0.03287400669382413,0.01358000551069903,0.0002981378678684588,0.00040180637993552005,0.0985988751139324
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.4245833333333333,False,GD,0.0,0.0,0.0,0.02301752030006129,0.027738083647369575,0.03386193730269789,0.006742423507045458,0.00019073915789125114,0.0001915026211013744,0.13646633489945345
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5075,False,GD,0.0,0.0,0.0,0.032907897060953574,0.023436510280253203,0.03405368961372277,0.013416102606993418,0.0002627269156478105,0.0003559612612428914,0.15215119749213482
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.5904166666666667,False,GD,0.0,0.0,0.0,0.03493852520810298,0.04177710814927388,0.035846344429413306,0.022685322252437294,0.0003642446314868688,0.00043971174202287285,0.14260627860487593
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.6733333333333333,False,GD,0.0,0.0,0.0,0.02637789858481593,0.022894133841721044,0.03489230269307321,0.017271537922793085,0.00017268806349816156,0.00022768291006691874,0.11579733156757732
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.75625,False,GD,0.0,0.0,0.0,0.024619580857398474,0.04213899807394668,0.03242209399828789,0.03577143634948089,0.00025950033650488143,0.0003469435828987587,0.1650034193067509
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.8391666666666666,False,GD,0.0,0.0,0.0,0.03012081414552632,0.07034947494270045,0.03666121213734791,0.04618383905506143,0.00021701385870166314,0.0002829062565106259,0.07632603479193548
1000,2,1,0.4,0.5,0.06,0.01,0.0001,0.9220833333333334,False,GD,0.0,0.0,0.0,0.01578652475600925,0.05784959997896597,0.03139728041946948,0.030972183273216134,0.00021796279774630091,0.0002552191611332751,0.14431090673174074
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.005,False,GD,0.0,0.0,0.0,0.016306740400610628,0.0805260835526261,0.041284882541205666,0.04849516884910682,0.00029226838291665063,0.0004720569136588689,0.15803270537381944
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.0879166666666666,False,GD,0.0,0.0,0.0,0.020999692845020474,0.081179140227971,0.02620159169059746,0.06076091897924284,0.00019365699550250766,0.0003387697844585857,0.1216366162255806
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.1708333333333334,False,GD,0.0,0.0,0.0,0.01035564772197002,0.10808005399143117,0.025452889124632866,0.050046840538490074,0.00022030997085489777,0.0005120544918818874,0.18170686483600257
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.25375,False,GD,0.0,0.0,0.0,0.01880956755143392,0.10730526853770607,0.025961822092124557,0.050547886177962006,0.0002143276119464517,0.0006032336148346077,0.33223483498877765
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.3366666666666667,False,GD,0.0,0.0,0.0,0.01609479011547665,0.14477896164747162,0.027885349117361964,0.048537796242660296,0.0001879681927806282,0.00065087456304246,0.27153160186396574
1000,2,1,0.4,0.5,0.06,0.01,0.0001,1.4195833333333334,False,GD,0.0,0.0,0.0,0.01515817317051301,0.10865951165162732,0.036435021728071705,0.07015162734269521,0.00023886132321399494,0.0005792480982552308,0.17750058298143534
