d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,informed_position,r_student,attention_mag_max,attention_thet_max,attention_mag_min,attention_thet_min,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean
1000,2,1,0.4,0.5,0.12,0.01,0.0001,3.583333333333333,False,GD,1.0,0.0,2.0,0.130761,0.7045259,0.056782395,0.29759735,0.0031841635681152344,0.0004568877632141114,4.062699239635467
1000,2,1,0.4,0.5,0.12,0.01,0.0001,3.6666666666666665,False,GD,1.0,0.0,2.0,0.13255794,0.71686715,0.0551685,0.29834774,0.0032268163696289064,0.00043295381393432616,4.142011315870286
1000,2,1,0.4,0.5,0.12,0.01,0.0001,3.75,False,GD,1.0,0.0,2.0,0.1325005,0.72759825,0.053532064,0.27862018,0.003143047033691406,0.0004030686859130859,4.084104392671586
1000,2,1,0.4,0.5,0.12,0.01,0.0001,3.833333333333333,False,GD,1.0,0.0,2.0,0.1256567,0.67551816,0.066068366,0.35415727,0.0030497224731445313,0.00038695569992065434,4.0192791033744815
1000,2,1,0.4,0.5,0.12,0.01,0.0001,3.9166666666666665,False,GD,1.0,0.0,2.0,0.13697807,0.7568549,0.03671655,0.20226924,0.003112289050292969,0.00036356204528808594,4.122250971651077
1000,2,1,0.4,0.5,0.12,0.01,0.0001,4.0,False,GD,1.0,0.0,2.0,0.126969,0.7073963,0.055957474,0.3139556,0.0031295166503906248,0.00035609937133789063,4.133623690176011
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.01,False,GD,1.0,0.0,2.0,0.0057698647,0.0033439868,0.0020469178,0.0010602063,0.003199101416015625,0.004860132934570312,0.0374573805205524
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.09291666666666666,False,GD,1.0,0.0,2.0,0.028656865,0.008749467,0.0118917795,0.0035580727,0.0031035991638183593,0.004967279327392578,0.29305803934931757
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.17583333333333334,False,GD,1.0,0.0,2.0,0.06555771,0.018459905,0.026069093,0.0081873275,0.002999397607421875,0.004577740808105469,0.5311682787060737
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.25875,False,GD,1.0,0.0,2.0,0.08163165,0.025531793,0.03237864,0.016015653,0.002907962957763672,0.0042996934143066405,0.7565761406183242
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.3416666666666667,False,GD,1.0,0.0,2.0,0.12809138,0.02492027,0.060377795,0.013670537,0.002981986053466797,0.004165936279296875,0.9066625805854798
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.4245833333333333,False,GD,1.0,0.0,2.0,0.13136816,0.03359315,0.064312495,0.01656693,0.002960398187255859,0.004051129467773437,1.1252941673994064
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.5075,False,GD,1.0,0.0,2.0,0.1518431,0.045385722,0.061203815,0.01880228,0.003049560833740234,0.004077354644775391,1.2382175009012222
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.5904166666666667,False,GD,1.0,0.0,2.0,0.1389242,0.061446898,0.08209703,0.026290353,0.002922126214599609,0.0038820803833007817,1.4368084442615507
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.6733333333333333,False,GD,1.0,0.0,2.0,0.1729246,0.0405626,0.06505894,0.017768893,0.003073804772949219,0.004042984002685547,1.5954962928295136
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.75625,False,GD,1.0,0.0,2.0,0.17238198,0.074533746,0.07045987,0.029650947,0.0029674707214355465,0.0038362436462402345,1.7800072406768799
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.8391666666666666,False,GD,1.0,0.0,2.0,0.1726061,0.072389774,0.07226488,0.031306475,0.003002504376220703,0.0038865309997558593,1.8985498111248016
1000,2,1,0.4,0.5,0.14,0.01,0.0001,0.9220833333333334,False,GD,1.0,0.0,2.0,0.17799285,0.105208874,0.06788847,0.043809403,0.0029348657318115233,0.0037341062194824214,2.0446070787906647
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.005,False,GD,1.0,0.0,2.0,0.1645929,0.11622332,0.09812581,0.03844455,0.0028892415740966798,0.003630314666748047,2.23398193731308
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.0879166666666666,False,GD,1.0,0.0,2.0,0.17957743,0.10078989,0.059059154,0.037886076,0.0030377778076171877,0.00387402373046875,2.431196170091629
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.1708333333333334,False,GD,1.0,0.0,2.0,0.17849544,0.13330068,0.05924346,0.0270725,0.0031298947814941405,0.00394785244140625,2.6654603691101073
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.25375,False,GD,1.0,0.0,2.0,0.16731799,0.17059796,0.063054934,0.083306015,0.0030461914428710937,0.003665947778320313,2.796418073749542
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.3366666666666667,False,GD,1.0,0.0,2.0,0.17188957,0.1934201,0.07106104,0.07986311,0.0029665140686035156,0.0034641629272460935,2.8379775196552277
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.4195833333333334,False,GD,1.0,0.0,2.0,0.17029798,0.19771701,0.0709851,0.09505946,0.0029292231384277344,0.003344867172241211,2.908416814374924
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.5025,False,GD,1.0,0.0,2.0,0.16128358,0.23242216,0.08233343,0.0986353,0.0029784025939941406,0.003249540719604492,3.135007573509216
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.5854166666666667,False,GD,1.0,0.0,2.0,0.1719785,0.15319678,0.07117529,0.04835974,0.0028719853515625,0.003457115777587891,3.2490968430042266
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.6683333333333332,False,GD,1.0,0.0,2.0,0.16452298,0.33138674,0.06724726,0.15136823,0.002925004034423828,0.0027162666473388676,3.1968183210849763
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.75125,False,GD,1.0,0.0,2.0,0.16865073,0.35199806,0.057339363,0.10588654,0.0030587732604980466,0.0028761549743652345,3.4799443489074706
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.8341666666666667,False,GD,1.0,0.0,2.0,0.16582865,0.2912721,0.052176602,0.083810136,0.002837397381591797,0.002824063296508789,3.470645142364502
1000,2,1,0.4,0.5,0.14,0.01,0.0001,1.9170833333333333,False,GD,1.0,0.0,2.0,0.1641671,0.35601586,0.063776605,0.16582891,0.0029840705871582033,0.002537448822021484,3.496643794631958
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.0,False,GD,1.0,0.0,2.0,0.15656367,0.39294052,0.064593896,0.15847695,0.0029292607421874998,0.0023195461334228518,3.581724686717987
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.0833333333333335,False,GD,1.0,0.0,2.0,0.15742333,0.41471753,0.06760621,0.15240166,0.0029868396423339844,0.0021962330841064455,3.700645229387283
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.1666666666666665,False,GD,1.0,0.0,2.0,0.15534443,0.5440794,0.05156978,0.17508665,0.0029026834899902347,0.0013655932022094727,3.247149201250076
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.25,False,GD,1.0,0.0,2.0,0.15761855,0.39249533,0.06960447,0.2059544,0.002952530615234375,0.0022339164978027342,3.9409820802211764
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.3333333333333335,False,GD,1.0,0.0,2.0,0.1530489,0.5360586,0.051499117,0.1907285,0.002857998162841797,0.001358793879699707,3.5300510677337646
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.4166666666666665,False,GD,1.0,0.0,2.0,0.15174238,0.48816425,0.06243006,0.16082247,0.002966669635009766,0.0018672749999999998,4.017946795797348
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.5,False,GD,1.0,0.0,2.0,0.15292494,0.61721647,0.047222756,0.20399077,0.0029818954162597654,0.0009645689529418945,3.5130052411079404
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.583333333333333,False,GD,1.0,0.0,2.0,0.14829767,0.48364943,0.07135164,0.28926927,0.0029932520629882813,0.0015716537979125977,4.043082385444641
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.6666666666666665,False,GD,1.0,0.0,2.0,0.13359106,0.6539917,0.05384236,0.26258007,0.003163167987060547,0.0008839567611694336,3.8064657906055452
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.75,False,GD,1.0,0.0,2.0,0.14183885,0.59669626,0.043065652,0.18268192,0.002994382568359375,0.0011647038452148439,3.950074603748322
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.833333333333333,False,GD,1.0,0.0,2.0,0.13722152,0.5931772,0.06409393,0.26960668,0.0029426626586914065,0.000998282553100586,3.8653257435798642
1000,2,1,0.4,0.5,0.14,0.01,0.0001,2.9166666666666665,False,GD,1.0,0.0,2.0,0.14877346,0.666747,0.0546784,0.24097124,0.0030483152099609378,0.0007265307266235352,3.761871179866791
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.0,False,GD,1.0,0.0,2.0,0.14656301,0.6158465,0.050801814,0.23880991,0.0030347636535644528,0.001023382447052002,4.121378431367875
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.083333333333333,False,GD,1.0,0.0,2.0,0.13841243,0.63154674,0.066512994,0.2651661,0.003039020434570313,0.0008925603561401367,4.078572442674637
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.1666666666666665,False,GD,1.0,0.0,2.0,0.13346489,0.5496665,0.07060623,0.27660447,0.002881654968261719,0.0011604994674682615,4.347996986484527
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.25,False,GD,1.0,0.0,2.0,0.14189579,0.6710359,0.053677656,0.26076713,0.002918549508666992,0.0005537879577636719,3.8006656315326692
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.333333333333333,False,GD,1.0,0.0,2.0,0.13395861,0.6953512,0.04298169,0.25203773,0.0030076496154785156,0.0005311126106262206,3.9471053086757655
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.4166666666666665,False,GD,1.0,0.0,2.0,0.14871517,0.72870743,0.034160912,0.17334482,0.0029774091064453125,0.0004942736038208008,3.924012711381912
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.5,False,GD,1.0,0.0,2.0,0.1331526,0.6744541,0.057458986,0.28536814,0.002964405389404297,0.0004821760032653808,3.937947695016861
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.583333333333333,False,GD,1.0,0.0,2.0,0.13273057,0.64303124,0.07247619,0.35674012,0.002889737042236328,0.00045026098022460934,3.8894930762767794
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.6666666666666665,False,GD,1.0,0.0,2.0,0.13451977,0.6864753,0.06954621,0.35187033,0.003018152563476563,0.0004295815269470215,4.031106615781784
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.75,False,GD,1.0,0.0,2.0,0.14151874,0.7101422,0.04489526,0.23768285,0.0029421307739257814,0.00041932628097534176,3.96198573346138
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.833333333333333,False,GD,1.0,0.0,2.0,0.13692656,0.7018641,0.058179192,0.29433814,0.0029959772888183593,0.00040116762619018555,4.055101053571701
1000,2,1,0.4,0.5,0.14,0.01,0.0001,3.9166666666666665,False,GD,1.0,0.0,2.0,0.13603286,0.70938927,0.0532986,0.26243085,0.0029650236206054687,0.00037862550506591796,4.048917722415924
1000,2,1,0.4,0.5,0.14,0.01,0.0001,4.0,False,GD,1.0,0.0,2.0,0.13247268,0.70791525,0.057386912,0.33015248,0.0030274695007324218,0.00037010280990600584,4.153255985546112
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.01,False,GD,1.0,0.0,2.0,0.004712696,0.0028265403,0.001977852,0.0013260718,0.0031037622619628905,0.005025904547119141,0.03454171850606799
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.09291666666666666,False,GD,1.0,0.0,2.0,0.039719764,0.0144456,0.013091579,0.0069445753,0.0028341573822021483,0.004633602569580078,0.3025205161571503
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.17583333333333334,False,GD,1.0,0.0,2.0,0.06615468,0.019533327,0.03606267,0.010101444,0.0029437209777832033,0.004605858081054687,0.5114568069338798
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.25875,False,GD,1.0,0.0,2.0,0.10035187,0.021483779,0.054879922,0.010040177,0.0028162421325683596,0.004188342858886718,0.7111130616664887
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.3416666666666667,False,GD,1.0,0.0,2.0,0.13866043,0.025997842,0.040583707,0.011807313,0.0028727223999023437,0.004096949548339843,0.8883990437984467
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.4245833333333333,False,GD,1.0,0.0,2.0,0.14884356,0.045930427,0.05033648,0.01573383,0.0027882457092285157,0.0038674586425781247,1.0873519832611085
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5075,False,GD,1.0,0.0,2.0,0.1633533,0.044715304,0.054050885,0.016761102,0.0028598312377929687,0.0038725551269531257,1.2544488232851028
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.5904166666666667,False,GD,1.0,0.0,2.0,0.15280417,0.050073188,0.07440092,0.02275763,0.002866657244873047,0.0038806493896484376,1.4190650226593018
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.6733333333333333,False,GD,1.0,0.0,2.0,0.15980652,0.04192125,0.08119262,0.019205784,0.0028254790405273437,0.003797423028564453,1.578737474822998
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.75625,False,GD,1.0,0.0,2.0,0.1642814,0.066213734,0.088849925,0.020842496,0.002849865545654297,0.0037677051635742185,1.6974477767467497
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.8391666666666666,False,GD,1.0,0.0,2.0,0.15700895,0.072505765,0.07983452,0.03266788,0.0028452923126220707,0.0037510121704101562,1.9447128129959108
1000,2,1,0.4,0.5,0.16,0.01,0.0001,0.9220833333333334,False,GD,1.0,0.0,2.0,0.1711057,0.09331827,0.08988668,0.05285474,0.002844623498535156,0.0036632275146484374,2.078466131687164
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.005,False,GD,1.0,0.0,2.0,0.17553641,0.09620081,0.08889135,0.030783912,0.00287681162109375,0.003724288775634766,2.208458136844635
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.0879166666666666,False,GD,1.0,0.0,2.0,0.1799812,0.11386174,0.07655124,0.037814163,0.00287174033203125,0.0036738282836914064,2.4028063760757448
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.1708333333333334,False,GD,1.0,0.0,2.0,0.1772457,0.15273666,0.07971543,0.085049324,0.0029478313232421875,0.003595572802734375,2.571751126241684
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.25375,False,GD,1.0,0.0,2.0,0.17465158,0.17720363,0.07347164,0.06661872,0.0028252719055175783,0.003398291577148437,2.5750113429069517
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.3366666666666667,False,GD,1.0,0.0,2.0,0.16600241,0.24024065,0.08756616,0.11678143,0.002775230352783203,0.0030327082336425782,2.6477241497039796
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.4195833333333334,False,GD,1.0,0.0,2.0,0.17563355,0.21078607,0.0761867,0.067231156,0.0029326905395507816,0.0034111788818359376,3.0164647438049315
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5025,False,GD,1.0,0.0,2.0,0.18205756,0.21179172,0.061561517,0.06991793,0.002783095281982422,0.0032801226684570314,3.054924090099335
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.5854166666666667,False,GD,1.0,0.0,2.0,0.1885572,0.25036925,0.03460769,0.06471722,0.0028640693603515627,0.0031862598754882816,3.199532882022858
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.6683333333333332,False,GD,1.0,0.0,2.0,0.17569369,0.23288882,0.062943906,0.10725025,0.002833981890869141,0.003092767886352539,3.2534098532676694
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.75125,False,GD,1.0,0.0,2.0,0.1646505,0.35898682,0.07092243,0.16192731,0.002874900152587891,0.0024775458740234377,3.2182779487133026
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.8341666666666667,False,GD,1.0,0.0,2.0,0.16486862,0.26692244,0.08975262,0.13878396,0.0029319326721191407,0.0029841416137695318,3.5727895102977754
1000,2,1,0.4,0.5,0.16,0.01,0.0001,1.9170833333333333,False,GD,1.0,0.0,2.0,0.16909792,0.4086544,0.0672068,0.14931223,0.0029115211669921873,0.002364033996582031,3.4706765355587
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.0,False,GD,1.0,0.0,2.0,0.17055693,0.36979204,0.05032106,0.11981436,0.0028508217407226563,0.0025180176544189452,3.661826871347428
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.0833333333333335,False,GD,1.0,0.0,2.0,0.1623036,0.42222604,0.06192863,0.16834392,0.0029471254150390627,0.0022315236328125003,3.6793887046813962
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.1666666666666665,False,GD,1.0,0.0,2.0,0.1684261,0.5124745,0.04578414,0.1421174,0.0028804408782958984,0.0017568220413208008,3.6109909927845
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.25,False,GD,1.0,0.0,2.0,0.15910485,0.4892419,0.064353555,0.17901473,0.0028526404876708985,0.001704209843444824,3.5644906285285956
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.3333333333333335,False,GD,1.0,0.0,2.0,0.15905395,0.42807427,0.06891342,0.2115505,0.002825800909423828,0.0019473859741210935,3.826245477676392
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.4166666666666665,False,GD,1.0,0.0,2.0,0.1480398,0.50073826,0.07770773,0.2920919,0.002857870458984375,0.001368392398071289,3.6468685654640196
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.5,False,GD,1.0,0.0,2.0,0.15126416,0.54999197,0.07911346,0.27630758,0.0028879602905273437,0.0013007681213378906,3.7375557282447813
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.583333333333333,False,GD,1.0,0.0,2.0,0.15053853,0.5888074,0.058522422,0.24098556,0.002762478741455078,0.0008906490142822265,3.471927019405365
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.6666666666666665,False,GD,1.0,0.0,2.0,0.14507289,0.59854996,0.07279921,0.300649,0.002882405337524414,0.0009182049087524414,3.6086519092559817
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.75,False,GD,1.0,0.0,2.0,0.14285415,0.57202584,0.075194165,0.3083586,0.002743431704711914,0.0008215488418579102,3.5248274371147152
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.833333333333333,False,GD,1.0,0.0,2.0,0.1374826,0.5484246,0.081720635,0.30098808,0.0028349989471435546,0.0010806589706420897,3.869518429040909
1000,2,1,0.4,0.5,0.16,0.01,0.0001,2.9166666666666665,False,GD,1.0,0.0,2.0,0.14455947,0.6280998,0.068356715,0.28511268,0.002898047100830078,0.0007302068664550782,3.7281297859191893
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.0,False,GD,1.0,0.0,2.0,0.15050562,0.6458295,0.05516227,0.23984393,0.0028496150756835937,0.0006791011886596681,3.712442054986954
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.083333333333333,False,GD,1.0,0.0,2.0,0.141929,0.60734135,0.0799914,0.33564833,0.002732915713500977,0.0006204152023315429,3.6548250658035277
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.1666666666666665,False,GD,1.0,0.0,2.0,0.15150008,0.6677264,0.049665533,0.2194223,0.002798042950439453,0.0005903642898559571,3.7353798758983614
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.25,False,GD,1.0,0.0,2.0,0.15151744,0.6937326,0.051778756,0.22731796,0.0029009909301757814,0.0005779087081909179,3.8571702910900116
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.333333333333333,False,GD,1.0,0.0,2.0,0.14644578,0.6616589,0.060675908,0.2583055,0.0028099732482910157,0.0005556836875915528,3.8018687579154973
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.4166666666666665,False,GD,1.0,0.0,2.0,0.14623342,0.6645011,0.049733497,0.23393014,0.0027407834899902343,0.0004938978744506836,3.7807253835678103
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.5,False,GD,1.0,0.0,2.0,0.146374,0.6821356,0.058793057,0.2907012,0.0029495500549316404,0.0005093977111816407,3.9824990267753604
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.583333333333333,False,GD,1.0,0.0,2.0,0.15372829,0.7193843,0.035269253,0.17471632,0.002838229309082031,0.0004647378372192383,3.9051208562374113
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.6666666666666665,False,GD,1.0,0.0,2.0,0.15053308,0.72904915,0.042725664,0.20298597,0.0028816546875,0.0004325817863464356,3.9821201204776764
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.75,False,GD,1.0,0.0,2.0,0.14063351,0.66962993,0.060912024,0.28668174,0.002782444616699219,0.0004233389457702637,3.931917724370956
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.833333333333333,False,GD,1.0,0.0,2.0,0.14281592,0.688588,0.05506254,0.25766072,0.002808041455078125,0.00040863729782104495,3.957874203538894
1000,2,1,0.4,0.5,0.16,0.01,0.0001,3.9166666666666665,False,GD,1.0,0.0,2.0,0.14823683,0.726268,0.04983578,0.24183397,0.0028662842071533203,0.0003916648796081543,4.046060752630234
1000,2,1,0.4,0.5,0.16,0.01,0.0001,4.0,False,GD,1.0,0.0,2.0,0.14091548,0.6953414,0.062735185,0.3108256,0.0028467209594726563,0.00037592224502563476,4.049974322366714
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.01,False,GD,1.0,0.0,2.0,0.0043422775,0.0023964786,0.001612346,0.0009157439,0.0031098163146972657,0.004757710217285156,0.03142909119434189
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.09291666666666666,False,GD,1.0,0.0,2.0,0.0362235,0.00917096,0.015330106,0.004237726,0.002722320788574219,0.004618723425292968,0.27881479675769805
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.17583333333333334,False,GD,1.0,0.0,2.0,0.06392911,0.021775214,0.029157776,0.008202987,0.002772676898193359,0.004486593548583984,0.535476739525795
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.25875,False,GD,1.0,0.0,2.0,0.11530958,0.026361402,0.040888175,0.008535559,0.0027130749999999997,0.004102527978515625,0.7139458905696869
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.3416666666666667,False,GD,1.0,0.0,2.0,0.13435952,0.02185491,0.0646768,0.009546521,0.0028220700592041016,0.004088752380371094,0.9059602356910705
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.4245833333333333,False,GD,1.0,0.0,2.0,0.14863363,0.041425668,0.058629345,0.018935543,0.0026926298797607423,0.003802200646972656,1.0576314569473266
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5075,False,GD,1.0,0.0,2.0,0.15286699,0.02990776,0.047607027,0.013961516,0.0027549974273681638,0.0038746742980957033,1.2544130645751954
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.5904166666666667,False,GD,1.0,0.0,2.0,0.16947332,0.043999914,0.06501964,0.021077892,0.002737552102661133,0.0037447241699218752,1.399701986169815
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.6733333333333333,False,GD,1.0,0.0,2.0,0.16633935,0.058721017,0.086880155,0.031261526,0.0027632210815429687,0.0037318878479003907,1.5900637016296388
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.75625,False,GD,1.0,0.0,2.0,0.16563782,0.067776345,0.078124106,0.028737307,0.002741404000854492,0.003710285546875,1.7094184787273405
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.8391666666666666,False,GD,1.0,0.0,2.0,0.17916068,0.10035501,0.061011095,0.052051198,0.0026423625915527344,0.0034675318847656256,1.7712487178325653
1000,2,1,0.4,0.5,0.18,0.01,0.0001,0.9220833333333334,False,GD,1.0,0.0,2.0,0.198056,0.07887982,0.04888069,0.02722153,0.0026890414459228517,0.0035682961669921873,1.9794656558513641
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.005,False,GD,1.0,0.0,2.0,0.1847263,0.11298808,0.08129839,0.05142936,0.0027404554779052732,0.003551131610107422,2.204972759962082
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.0879166666666666,False,GD,1.0,0.0,2.0,0.1706318,0.13142791,0.089462,0.05478565,0.002782880712890625,0.0035817729064941406,2.362755325031281
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.1708333333333334,False,GD,1.0,0.0,2.0,0.17724338,0.12549831,0.087476864,0.059940975,0.0027828529449462893,0.003573321948242188,2.5518521982192994
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.25375,False,GD,1.0,0.0,2.0,0.16895267,0.14502217,0.10011631,0.09846681,0.002718522808837891,0.0034178404846191405,2.587067580699921
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.3366666666666667,False,GD,1.0,0.0,2.0,0.17451856,0.1773035,0.08577135,0.08843553,0.002724402667236328,0.003305283428955078,2.7702670986175537
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.4195833333333334,False,GD,1.0,0.0,2.0,0.18056794,0.15103091,0.07951125,0.061413,0.002658734341430664,0.0032945209533691406,2.857586569309235
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5025,False,GD,1.0,0.0,2.0,0.18003598,0.26072943,0.064797215,0.0863813,0.002654723553466797,0.002961099819946289,2.892922995233536
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.5854166666666667,False,GD,1.0,0.0,2.0,0.17016074,0.25745815,0.08892176,0.1289697,0.002689084176635742,0.002836503430175781,3.068973276758194
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.6683333333333332,False,GD,1.0,0.0,2.0,0.17845371,0.27872443,0.069894746,0.13113095,0.002650231686401367,0.0027172095306396485,3.0881984894275667
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.75125,False,GD,1.0,0.0,2.0,0.16796249,0.22448663,0.09621928,0.1341454,0.0027415283782958985,0.0031501482299804684,3.486246268224716
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.8341666666666667,False,GD,1.0,0.0,2.0,0.17404118,0.30970052,0.06780921,0.104516074,0.0027022848388671876,0.0026551545623779297,3.4167296650409695
1000,2,1,0.4,0.5,0.18,0.01,0.0001,1.9170833333333333,False,GD,1.0,0.0,2.0,0.1698993,0.36893982,0.07569875,0.16188183,0.002653786608886719,0.0022601247314453124,3.3367097703933717
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.0,False,GD,1.0,0.0,2.0,0.17415148,0.3976877,0.059294127,0.1307905,0.002672365365600586,0.0021552054153442385,3.4238052124977107
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.0833333333333335,False,GD,1.0,0.0,2.0,0.16394404,0.46207523,0.069801524,0.18851039,0.002726764440917969,0.0017818005645751952,3.3683193726539615
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.1666666666666665,False,GD,1.0,0.0,2.0,0.16547437,0.36359736,0.07352449,0.15715662,0.0026439534698486328,0.0023651526382446287,3.7470099421978
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.25,False,GD,1.0,0.0,2.0,0.15941474,0.50421786,0.06951983,0.23789838,0.002820135845947266,0.0015383366622924804,3.5052505005836485
1000,2,1,0.4,0.5,0.18,0.01,0.0001,2.3333333333333335,False,GD,1.0,0.0,2.0,0.15605934,0.4525136,0.080780976,0.24659026,0.0026640603424072265,0.0016350485961914064,3.5982675844669343
