d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,informed_position,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean,attention_mag_mean,attention_theta_mean
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.01,False,GD,0.0,0.0,0.0008323764926181549,0.0004499845760803752,0.023781799806573828,0.006037444694707477,0.003292954696156865
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.01,True,GD,0.0,0.0,0.0007440295104251557,0.0003756242054008727,0.021252568461324336,0.0035717291719129848,0.0043442186194715465
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.09291666666666666,False,GD,0.0,0.0,0.0003075129043530775,0.0004006517510375979,0.057756701194735346,0.012330756355427127,0.008961793424985275
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.09291666666666666,True,GD,0.0,0.0,0.00019881698750516424,0.0002708092923687818,0.0710097922041597,0.01090498148964769,0.01431337589476167
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.17583333333333334,False,GD,0.0,0.0,0.0002486993316988849,0.00030622713924643665,0.06587411940583339,0.015044452928727735,0.00733626593568787
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.17583333333333334,True,GD,0.0,0.0,0.00030981066787471044,0.0003996462433864408,0.07863397879709366,0.012455375298933903,0.017159744935718504
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.25875,False,GD,0.0,0.0,0.0002841361233671444,0.0003383419278398305,0.0957462618315209,0.014832199287643216,0.016419415547964885
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.25875,True,GD,0.0,0.0,0.00020514174616479948,0.0002657967779715556,0.07581627405634789,0.012650832134395372,0.016869840519638035
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.3416666666666667,False,GD,0.0,0.0,0.00020433326702006438,0.00025626708596766513,0.09488431109673579,0.011829732261166081,0.013351381746588682
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.3416666666666667,True,GD,0.0,0.0,0.00024280814920899036,0.00029322866385575675,0.08538692244776214,0.014605754898115853,0.017549532255583363
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.4245833333333333,False,GD,0.0,0.0,0.00026628670177049975,0.000338435808642037,0.11590356871055618,0.009519026916269947,0.015515158713088286
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.4245833333333333,True,GD,0.0,0.0,0.0002543022947692648,0.00030056011924948876,0.09287024635190987,0.013881256427924593,0.02073642088662905
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5075,False,GD,0.0,0.0,0.00024142632498002598,0.0003136934754164184,0.14410646454580908,0.011773960505194327,0.01502363840524968
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5075,True,GD,0.0,0.0,0.0003142978264931018,0.0003716308021669652,0.11792051700261032,0.012560639882747611,0.024126942679533664
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,False,GD,0.0,0.0,0.00033015392008616353,0.0004305884128997255,0.15067233709555114,0.011225178533933507,0.018451778542320166
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,True,GD,0.0,0.0,0.0002771919748444256,0.00025850745755157155,0.14221492119173965,0.007766424019805916,0.030329139770079894
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,False,GD,0.0,0.0,0.0002363070691843324,0.0003027808241525429,0.146581993334773,0.010725827288977478,0.02038796545811762
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,True,GD,0.0,0.0,0.0002276436040733026,0.00025585723376463847,0.11859770238147474,0.010497982782675467,0.0249933040535972
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,False,GD,0.0,0.0,0.000222091619513606,0.0002950706053045483,0.14969560638726692,0.012928605712660817,0.02285978369226783
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,True,GD,0.0,0.0,0.00035065479024018725,0.00038234417660943965,0.16501266910741869,0.009641519533423903,0.035719193309058504
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,False,GD,0.0,0.0,0.00029599319103048243,0.00041178801377545794,0.2393419588714288,0.012032294914712064,0.025275760992272082
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,True,GD,0.0,0.0,0.00024106809275527155,0.0002445780034128546,0.11755357381776917,0.0076647497508279434,0.023999493081240778
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,False,GD,0.0,0.0,0.0002519870206766959,0.00035671552371563164,0.22304005753163342,0.011258867322216018,0.022629913593699088
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,True,GD,0.0,0.0,0.00025306075835068845,0.00014633745937309882,0.17868709069538655,0.008246656711735972,0.03783273299124725
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,False,GD,0.0,0.0,0.0003062205163085192,0.0003996604702406308,0.23315573261820643,0.008891420930575463,0.028942332098021786
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,True,GD,0.0,0.0,0.0003508211030456202,0.0002394840081370127,0.17018458054684996,0.006016343391643812,0.03522858416800859
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,False,GD,0.0,0.0,0.0002328423957415677,0.0003196092582583202,0.23339244998576392,0.01038187601570175,0.03972960174042788
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,True,GD,0.0,0.0,0.00024958689972037757,0.00021366666467810625,0.14733950462144402,0.006809935485105142,0.031449872206653795
