d,L,r,delta,sigma,omega,attention_lmbda,linear_lmbda,alpha,informed,optim,N_iter,linear_gen_error_mean,attention_gen_error_mean,attention_train_error_mean,attention_mag_mean,attention_theta_mean
1000,2,1,0.4,0.3,0.3,0.01,0.0001,1.8341666666666667,True,GD,0.0,1.3370531561776901e-05,1.7001045964749895e-05,0.03471074481362069,0.00335295890293416,0.005783301775742802
1000,2,1,0.4,0.3,0.3,0.01,0.0001,1.9170833333333333,False,GD,0.0,9.257718988809793e-06,1.1503961977564767e-05,0.03631136163569537,0.0034207457360670808,0.004676533990338069
1000,2,1,0.4,0.3,0.3,0.01,0.0001,1.9170833333333333,True,GD,0.0,8.78897949084237e-06,1.1203826415375966e-05,0.026733664219699728,0.0024048666412605263,0.003654383494600785
1000,2,1,0.4,0.3,0.3,0.01,0.0001,2.0,False,GD,0.0,9.31519002131333e-06,1.1250807336401608e-05,0.031732575816923035,0.003496923705697975,0.005274403841394588
1000,2,1,0.4,0.3,0.3,0.01,0.0001,2.0,True,GD,0.0,8.365803294312467e-06,1.0311227599831771e-05,0.02914643655807712,0.0025202944573400284,0.005718410929942445
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.01,False,GD,0.0,0.0006381360269805315,0.000445509653223225,0.01976714785392639,0.005174674214141348,0.0022889855038816854
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.01,True,GD,0.0,0.00040910712349634414,0.00043193871848116544,0.010533753952002905,0.00339955489686318,0.002191806522850833
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.09291666666666666,False,GD,0.0,0.0002481331378218482,0.0003434521633036451,0.04368146454293385,0.01565723616277886,0.007062809080842516
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.09291666666666666,True,GD,0.0,0.00019104003890668865,0.000258178287353301,0.057113892924959636,0.007073849165842548,0.01177289151702989
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.17583333333333334,False,GD,0.0,0.00023434774727497265,0.0003003196774506331,0.07116905723337456,0.01199963635832168,0.010894950111246129
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.17583333333333334,True,GD,0.0,0.0002680110586061383,0.00036929675795727634,0.0729388516588721,0.01461057770210679,0.016000033672261375
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.25875,False,GD,0.0,0.0003357516202953244,0.00042757419467173924,0.09780659297581006,0.01677771430305186,0.011652039380981978
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.25875,True,GD,0.0,0.0002596583680784142,0.00034596023897213903,0.08190200119020709,0.015927708706739232,0.018134368087636476
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.3416666666666667,False,GD,0.0,0.0002012030860586464,0.00026393319450017405,0.0742912482047032,0.010301547679311856,0.013310125194772496
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.3416666666666667,True,GD,0.0,0.00017122653566666764,0.00023363900771299724,0.10186379597534309,0.01285937772041408,0.021933349033416462
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.4245833333333333,False,GD,0.0,0.00021100924907345323,0.00027083688995378216,0.09082036613684981,0.009180596052189917,0.01494812287321421
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.4245833333333333,True,GD,0.0,0.00030056130080580634,0.00036348875182956657,0.11663839674149144,0.012373010959837309,0.02694387098296207
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5075,False,GD,0.0,0.0002838256808072013,0.0003662459010644729,0.10827893715472088,0.010797056439574938,0.019506852132263205
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5075,True,GD,0.0,0.00029163586113970907,0.0003160489652450461,0.10433616328825458,0.009983199758560926,0.020970813222680032
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,False,GD,0.0,0.0002161352952537527,0.00027693913975813814,0.09605302522266768,0.008324568968546348,0.018587956800143343
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.5904166666666667,True,GD,0.0,0.00028407461370635444,0.00032279558695467965,0.14338305888202246,0.008487718289648172,0.029473697015028024
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,False,GD,0.0,0.00026233092178771616,0.0003594763551451026,0.17092904188377828,0.009558083255594275,0.014337790657840787
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.6733333333333333,True,GD,0.0,0.0002267178646492112,0.00023416845433286914,0.11799136411312192,0.00793105516073265,0.025003837832054416
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,False,GD,0.0,0.00022089142128453696,0.00030024530502157796,0.16608616170644117,0.010364834853913625,0.021401381241818736
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.75625,True,GD,0.0,0.00014345431519366557,0.00018132352795375222,0.11538026716316038,0.008168474350251755,0.02546105831922727
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,False,GD,0.0,0.0003137641776193675,0.00045653636193926345,0.22874407947503142,0.010897878229397561,0.019175188460903055
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.8391666666666666,True,GD,0.0,0.00023435402872379118,0.00023325119520047673,0.13808986084247415,0.0074483778592152605,0.029877955982855184
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,False,GD,0.0,0.000346358224841229,0.00048356770984781975,0.25133086489333867,0.012954085953183044,0.02040874776734381
1000,2,1,0.4,0.5,0.02,0.01,0.0001,0.9220833333333334,True,GD,0.0,0.0003024595917639986,0.00022118686321259478,0.20263446845271968,0.007340739573968467,0.042404507739495965
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,False,GD,0.0,0.0002658996443795076,0.0003848926197503885,0.25946758083696153,0.012289570163211833,0.022911260499513673
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.005,True,GD,0.0,0.0002665982568491012,0.0002058673520039915,0.17690791259203087,0.007375400850209356,0.03780429591707477
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,False,GD,0.0,0.000235266578588217,0.00036234444702466204,0.24601027234664147,0.010812326376782103,0.019949303434816733
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.0879166666666666,True,GD,0.0,0.00026278681395498424,0.00020107195447019593,0.14061021852566127,0.007442185073625716,0.028813762420524736
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.1708333333333334,False,GD,0.0,0.0002125608753485374,0.00032445968066659777,0.24088864780760832,0.013218251332497176,0.028471075273355104
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.1708333333333334,True,GD,0.0,0.00025774459526773475,0.00018401470945065353,0.13929649673195899,0.008159957585166374,0.028119647948896955
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.25375,False,GD,0.0,0.00026909530107223156,0.00037614155783093555,0.2305940835190964,0.011800389939813836,0.026568656238337745
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.25375,True,GD,0.0,0.0002394143530909997,0.0001735768090377168,0.1467140136149364,0.005664541504779842,0.030504708476533148
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.3366666666666667,False,GD,0.0,0.0002893407422767974,0.00040799900198670104,0.31305236830804845,0.008827723258069138,0.03359285362611554
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.3366666666666667,True,GD,0.0,0.00022129034419058032,0.00010243956727456826,0.19055047422342714,0.0048060991988500565,0.039542996811120217
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.4195833333333334,False,GD,0.0,0.0002866318208905778,0.0004203422788377503,0.3062886369197018,0.011615501407605129,0.03144966343001416
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.4195833333333334,True,GD,0.0,0.00020571105943351125,0.0001484598656254632,0.14284473260238917,0.004250588741952695,0.029369083140761212
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5025,False,GD,0.0,0.00024902576401574015,0.0004053202151036398,0.39834074128712177,0.010506336102455107,0.040114661153840755
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5025,True,GD,0.0,0.00023552496184290743,0.00012352050218218736,0.16318466531203885,0.004924756379659383,0.03359572732484599
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5854166666666667,False,GD,0.0,0.00034840097843110747,0.0005250152968886697,0.5161239396984102,0.012139814153055995,0.05387570310066471
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.5854166666666667,True,GD,0.0,0.00023044288954471876,0.00013229436879370576,0.14713419498607838,0.004973383793568496,0.0296134359328925
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.6683333333333332,False,GD,0.0,0.0002216243189672518,0.00033722116633405695,0.3334957625540905,0.009302211212449696,0.03586984356666941
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.6683333333333332,True,GD,0.0,0.00028847846663769105,0.00010983279858554104,0.20688554690788571,0.0035676832728701938,0.04175805144348322
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.75125,False,GD,0.0,0.0003276129536119515,0.0004976522862617704,0.47558438440989415,0.01130041491479454,0.032766207613442296
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.75125,True,GD,0.0,0.0002408821287074865,0.00012531159488218544,0.16779968617269705,0.0037085327269722637,0.032725448495368493
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.8341666666666667,False,GD,0.0,0.00027643105943066194,0.0004259823706889512,0.43428878294099726,0.015256538196398843,0.03127421999302234
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.8341666666666667,True,GD,0.0,0.0002793585488441105,8.203086200044231e-05,0.20923621379761503,0.005607459095640543,0.042569469844873684
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.9170833333333333,False,GD,0.0,0.0002353479363733895,0.0003743859665115843,0.45206426567257785,0.011496006741679497,0.06624592253468241
1000,2,1,0.4,0.5,0.02,0.01,0.0001,1.9170833333333333,True,GD,0.0,0.0002908879478654656,7.708062058971194e-05,0.21535983501419106,0.004387644666239116,0.04225924400165842
1000,2,1,0.4,0.5,0.02,0.01,0.0001,2.0,False,GD,0.0,0.00033722476935829957,0.000495279425675265,0.5351697254779155,0.013447860548348001,0.06504983483573584
1000,2,1,0.4,0.5,0.02,0.01,0.0001,2.0,True,GD,0.0,0.0002201538468679486,7.694619881137022e-05,0.1702937863376934,0.0037258825531708336,0.03361382961394739
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.01,False,GD,0.0,0.0004055690331081665,0.00035386824865013116,0.01785972438573598,0.0048244029117568525,0.0037456701472401975
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.01,True,GD,0.0,0.0003981252340618634,0.00036415120542836876,0.019108084959687376,0.003817295179113152,0.003709295777581013
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.09291666666666666,False,GD,0.0,0.0002545756485812215,0.0003759857986353908,0.03808518994273585,0.010907888375816646,0.00919891608121161
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.09291666666666666,True,GD,0.0,0.00024590338735692156,0.0003514272260575826,0.04847994769503705,0.01011190179286766,0.01095353953846481
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.17583333333333334,False,GD,0.0,0.00023953940965283472,0.00029975771029006586,0.07457944642321214,0.010576896127946754,0.00733254413329607
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.17583333333333334,True,GD,0.0,0.000294660326560952,0.0004168512396369476,0.07301386299611066,0.014490500438193053,0.015688929161966434
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.25875,False,GD,0.0,0.00023429661955993254,0.0003189925141823334,0.06783754010639821,0.009976295937731267,0.01348130407710153
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.25875,True,GD,0.0,0.00021564879355058397,0.0003024638058508285,0.07691117559897738,0.02061529428970884,0.015410104011174184
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.3416666666666667,False,GD,0.0,0.00025060172459305985,0.00032510144438040157,0.09265671050687306,0.01241991192170855,0.011795532228344277
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.3416666666666667,True,GD,0.0,0.00019232895712199653,0.00026990883567031655,0.06915077139824283,0.018590745214293346,0.015222940429477142
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.4245833333333333,False,GD,0.0,0.00026080282619597733,0.00033748573252671257,0.12491214622052377,0.011559564011537805,0.01355118165535335
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.4245833333333333,True,GD,0.0,0.00022971257644989243,0.00031158585328505965,0.08782135903338951,0.015355183431904486,0.01887102563505575
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5075,False,GD,0.0,0.00027239861604853405,0.00035613028125568657,0.12176017032639239,0.010176692131449897,0.01633167457237022
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5075,True,GD,0.0,0.0002708115804742881,0.00032070975567676934,0.1302537992942259,0.011764999115961045,0.028747692442518336
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5904166666666667,False,GD,0.0,0.00026574426540752603,0.0003600853714768001,0.16385648036745173,0.011985139870510569,0.017619663848051702
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.5904166666666667,True,GD,0.0,0.0002035928489078399,0.00024548382030387204,0.11556636065084208,0.011079447225028537,0.026065719894527842
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.6733333333333333,False,GD,0.0,0.00023893120261163562,0.0003265797953670624,0.17603606932020138,0.00867133032411231,0.021620621547034105
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.6733333333333333,True,GD,0.0,0.0002989145224494278,0.0003272403837404667,0.1406763365908985,0.009053392513694256,0.030551098482189794
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.75625,False,GD,0.0,0.00030169178812826337,0.0004250408420742919,0.2280391368186117,0.011395625134426064,0.01878030617120838
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.75625,True,GD,0.0,0.00021485340670883852,0.00025687231763847173,0.13646786226139768,0.009727727832092426,0.031006950460693922
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.8391666666666666,False,GD,0.0,0.00027737608649557255,0.0003780219393490319,0.18944473499056705,0.009185776174216276,0.021378904969318685
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.8391666666666666,True,GD,0.0,0.00022444196427940923,0.00023383339816710266,0.1333922834064275,0.005522598860221316,0.028531613984418308
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.9220833333333334,False,GD,0.0,0.00026700378180369766,0.0003903954834557521,0.2078185402339236,0.010058287774752038,0.0203198130295063
1000,2,1,0.4,0.5,0.04,0.01,0.0001,0.9220833333333334,True,GD,0.0,0.00022680095443895502,0.00022519394540629627,0.1273322187984302,0.00770564711350555,0.024947819329646768
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.005,False,GD,0.0,0.00023711207558232676,0.0003517161132844476,0.24819825392450237,0.009019385334950256,0.019966146543711004
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.005,True,GD,0.0,0.00026778623606854964,0.00016090706243476069,0.17643039917552808,0.007291648342370081,0.036890147170410045
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.0879166666666666,False,GD,0.0,0.0002768780340662132,0.00040885196726052385,0.30004973777840555,0.010010319620139664,0.024278570166747036
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.0879166666666666,True,GD,0.0,0.00023073146392543813,0.00016994907520263974,0.15307055231360553,0.005321998820363203,0.03245189296501667
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.1708333333333334,False,GD,0.0,0.00021585876862861129,0.00031797641076093273,0.23691100305759927,0.011032454407286119,0.0206560037820628
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.1708333333333334,True,GD,0.0,0.00024407315533314853,0.00010372031380718262,0.17952901229476,0.006651272919666523,0.03679705814433784
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.25375,False,GD,0.0,0.0002148873485778064,0.00033263761431487837,0.2971986087280156,0.008393787737563564,0.025322867047767206
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.25375,True,GD,0.0,0.00029764626426918964,0.00020017564759391274,0.15289205737128583,0.0056422013609685245,0.031151102278344233
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.3366666666666667,False,GD,0.0,0.0002395222939195167,0.00035752156119721654,0.29633634197682623,0.008860635154116593,0.02468852669076905
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.3366666666666667,True,GD,0.0,0.00019176474082984558,0.0001461798563588409,0.12159237967362735,0.006192774052361131,0.025387854890866975
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.4195833333333334,False,GD,0.0,0.00029238948194565086,0.00042303991996876295,0.34346653264684945,0.010143354893899566,0.03516126195773669
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.4195833333333334,True,GD,0.0,0.00022416756070927802,0.00014796754613825594,0.16420579250406228,0.004898227867264329,0.03342180558251558
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5025,False,GD,0.0,0.00025719721858520394,0.000377366848688068,0.33551655640879574,0.010067125837767246,0.03349708543872518
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5025,True,GD,0.0,0.000256249507543349,0.00012315006484529367,0.18147746926685127,0.004407255871954436,0.0381180878988392
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5854166666666667,False,GD,0.0,0.00019571409044468268,0.00030398201233223636,0.34527582296133197,0.009381710112178044,0.040421878560717266
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.5854166666666667,True,GD,0.0,0.00023629302821028623,0.0001324904533189001,0.17710151428243934,0.005254935747239677,0.03650856086135387
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.6683333333333332,False,GD,0.0,0.00029018259228949164,0.0004457226839693391,0.45829426469901957,0.010774270899616,0.0398069696875849
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.6683333333333332,True,GD,0.0,0.0002459557141990752,0.0001160199766424416,0.17190576485039077,0.005034209191716499,0.03436173857816975
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.75125,False,GD,0.0,0.00024458485246828515,0.000383790094596394,0.4514818401197613,0.011529761296025301,0.03167053210187849
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.75125,True,GD,0.0,0.00021938014331897494,0.00010370659580239792,0.1575205994834047,0.004211759391318065,0.031893047784731295
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.8341666666666667,False,GD,0.0,0.00024684473162682653,0.0004025117030567179,0.42422095015317984,0.011105647286674607,0.04315718083314992
1000,2,1,0.4,0.5,0.04,0.01,0.0001,1.8341666666666667,True,GD,0.0,0.0001998744387649172,8.57297043615723e-05,0.1593068420302813,0.004941657067641748,0.032291760691069524
